date,newHospitalized,countHospitalized,countHospitalizedWithoutRelease,countHardStatus,countMediumStatus,countEasyStatus,countBreath,countDeath,numVisits,patientsHome,patientsHotel,countBreathCum,countDeathCum,countCriticalStatus,countSeriousCriticalCum,seriousCriticalNew,countEcmo,countDeadAvg7days,mediumNew,easyNew
2021-07-15,30,183,162,55,27,99,15,1,8635,,,3721,6450,16,17793,11,2.0,1.0,9,26
2021-07-16,24,191,178,49,32,99,15,1,7440,,,3721,6451,18,17798,6,2.0,1.0,16,17
2021-07-17,16,187,179,58,28,98,16,2,6637,,,3723,6453,18,17810,16,2.0,1.0,10,15
2021-07-18,35,210,184,64,34,107,12,3,8712,,,3723,6456,16,17827,17,2.0,1.0,16,26
2021-07-19,34,222,192,61,39,112,11,2,8401,,,3723,6458,16,17835,11,2.0,1.0,16,30
2021-07-20,52,243,219,62,36,137,10,2,8355,,,3724,6460,17,17845,12,2.0,1.0,13,47
2021-07-21,35,250,218,67,26,148,13,3,8201,,,3728,6463,18,17857,13,2.0,2.0,6,32
2021-07-22,51,264,234,76,29,155,16,1,8330,,,3731,6464,22,17874,17,2.0,2.0,13,43
2021-07-23,41,277,250,87,24,155,17,0,7408,,,3734,6464,22,17895,21,1.0,2.0,8,35
2021-07-24,26,278,269,89,32,147,16,3,6559,,,3735,6467,21,17911,16,1.0,1.0,13,22
2021-07-25,60,321,276,96,45,173,17,4,9718,,,3738,6471,22,17929,22,2.0,2.0,21,50
2021-07-26,77,356,336,123,41,182,24,1,8808,,,3746,6472,33,17963,40,3.0,2.0,18,55
2021-07-27,62,393,353,154,39,192,24,1,8560,,,3748,6473,32,18005,45,3.0,2.0,14,52
2021-07-28,64,423,380,150,47,208,27,6,8549,,,3754,6479,32,18027,25,4.0,1.0,27,61
2021-07-29,78,449,386,155,44,225,24,6,8609,,,3755,6485,29,18056,33,3.0,2.0,25,69
2021-07-30,64,447,420,178,45,199,25,2,7497,,,3758,6487,33,18092,41,4.0,3.0,17,41
2021-07-31,72,486,467,196,55,215,28,6,6641,,,3762,6493,35,18127,39,5.0,3.0,21,58
2021-08-01,98,557,480,196,73,268,31,9,9818,,,3768,6502,36,18152,29,6.0,3.0,34,95
2021-08-02,98,581,517,213,81,261,40,9,8495,,,3778,6511,44,18193,45,6.0,4.0,40,75
2021-08-03,111,626,546,229,94,268,47,10,8530,,,3788,6521,54,18240,53,6.0,5.0,43,87
2021-08-04,92,631,559,237,87,278,46,5,8083,,,3792,6526,58,18287,49,6.0,6.0,31,76
2021-08-05,130,685,585,259,92,303,47,16,8521,,,3799,6542,62,18341,63,6.0,6.0,42,104
2021-08-06,148,728,662,276,80,320,50,14,7063,,,3805,6556,65,18391,55,8.0,8.0,28,110
2021-08-07,118,771,729,330,85,302,47,12,6081,,,3810,6568,66,18464,80,9.0,9.0,36,70
2021-08-08,151,862,740,375,109,320,49,19,9624,,,3817,6587,73,18545,87,9.0,10.0,52,88
2021-08-09,144,899,789,391,102,332,56,11,8483,,,3829,6598,89,18612,76,10.0,12.0,42,100
2021-08-10,156,938,838,403,120,349,58,17,8180,,,3838,6615,85,18681,77,10.0,12.0,52,103
2021-08-11,165,991,866,414,138,376,60,16,7920,,,3844,6631,87,18751,78,10.0,13.0,64,109
2021-08-12,180,1033,887,454,140,366,65,19,8021,,,3858,6650,91,18823,89,10.0,15.0,54,99
2021-08-13,168,1066,931,484,127,357,73,24,6798,,,3871,6674,98,18917,104,12.0,15.0,43,109
2021-08-14,176,1109,1037,506,137,376,78,18,5897,,,3886,6692,110,18997,86,12.0,16.0,49,115
2021-08-15,196,1210,1002,549,169,419,83,20,8882,,,3902,6712,119,19096,108,13.0,17.0,60,131
2021-08-16,202,1237,1089,542,161,405,86,28,7985,,,3913,6740,121,19175,86,14.0,17.0,63,117
2021-08-17,206,1259,1089,571,168,417,91,20,8137,,,3924,6760,126,19271,100,15.0,20.0,66,126
2021-08-18,192,1274,1111,605,162,418,94,22,7911,,,3935,6782,142,19365,107,17.0,20.0,55,134
2021-08-19,188,1297,1091,605,159,420,92,24,8060,,,3945,6806,139,19436,85,16.0,21.0,56,129
2021-08-20,225,1321,1182,616,159,414,89,24,6977,,,3952,6830,143,19526,98,17.0,22.0,54,135
2021-08-21,179,1318,1248,662,153,408,98,25,6125,,,3965,6855,151,19618,101,21.0,22.0,45,121
2021-08-22,229,1455,1213,696,193,451,102,33,9130,,,3980,6888,153,19711,110,21.0,23.0,73,141
2021-08-23,214,1465,1260,701,188,431,113,20,8172,,,3998,6908,160,19818,115,22.0,25.0,67,132
2021-08-24,191,1424,1211,704,175,420,116,31,7894,,,4013,6939,163,19911,102,19.0,24.0,60,130
2021-08-25,211,1409,1199,707,169,408,124,28,7734,,,4027,6967,178,20012,108,18.0,25.0,68,127
2021-08-26,210,1407,1215,704,163,396,126,32,8296,,,4039,6999,174,20103,97,17.0,26.0,51,113
2021-08-27,208,1396,1220,707,153,403,138,26,6920,,,4058,7025,179,20196,100,18.0,27.0,56,122
2021-08-28,181,1387,1310,703,171,395,133,23,6080,,,4068,7048,182,20269,85,17.0,27.0,61,120
2021-08-29,228,1488,1250,766,187,438,140,29,9013,,,4083,7077,186,20364,118,18.0,27.0,58,137
2021-08-30,217,1508,1268,759,174,419,146,26,7994,,,4105,7103,199,20455,106,17.0,27.0,65,127
2021-08-31,196,1464,1257,720,173,405,157,31,8022,,,4135,7134,205,20542,95,19.0,27.0,63,138
2021-09-01,198,1423,1230,699,168,462,146,31,7780,,,4143,7165,206,20630,95,21.0,27.0,62,160
2021-09-02,180,1380,1154,681,175,435,144,31,8270,,,4153,7196,199,20702,83,23.0,28.0,60,133
2021-09-03,214,1343,1202,667,168,425,138,34,6858,,,4165,7230,188,20776,80,23.0,28.0,52,141
2021-09-04,166,1325,1214,673,185,423,149,26,6272,,,4181,7256,202,20841,76,24.0,29.0,50,129
2021-09-05,200,1392,1168,692,187,438,153,26,9417,,,4197,7282,206,20913,82,23.0,29.0,50,132
2021-09-06,154,1346,1121,658,166,426,151,23,6671,,,4205,7305,211,20966,58,24.0,29.0,42,133
2021-09-07,139,1258,1177,649,147,393,158,27,6410,,,4218,7332,221,21036,82,25.0,28.0,49,128
2021-09-08,156,1285,1174,667,151,430,167,29,6904,,,4237,7361,228,21093,66,24.0,28.0,35,132
2021-09-09,212,1381,1118,677,177,492,168,22,9640,,,4250,7383,235,21157,72,28.0,28.0,56,190
2021-09-10,190,1348,1210,678,154,423,169,17,7468,,,4262,7400,243,21236,89,30.0,26.0,49,128
2021-09-11,146,1313,1238,686,152,423,173,27,6299,,,4271,7427,243,21302,75,30.0,24.0,52,132
2021-09-12,212,1425,1184,707,193,495,176,22,9501,,,4291,7449,243,21384,88,30.0,24.0,81,180
2021-09-13,165,1398,1220,683,181,449,186,20,8428,,,4308,7469,248,21451,78,32.0,23.0,58,146
2021-09-14,197,1384,1147,674,199,444,192,29,9045,,,4326,7498,252,21529,83,35.0,23.0,76,150
2021-09-15,149,1299,1114,662,172,388,188,20,7146,,,4337,7518,239,21595,79,34.0,23.0,57,111
2021-09-16,136,1233,1185,642,144,377,183,21,5666,,,4347,7539,232,21649,62,33.0,22.0,30,118
2021-09-17,232,1358,1169,678,167,474,192,17,8938,,,4365,7556,240,21711,73,37.0,22.0,42,188
2021-09-18,161,1360,1281,711,169,425,191,17,6822,,,4374,7573,243,21809,111,40.0,22.0,59,142
2021-09-19,180,1427,1160,729,174,488,191,28,10185,,,4386,7601,244,21884,87,40.0,20.0,57,166
2021-09-20,150,1353,1154,707,146,408,183,15,7561,,,4395,7616,248,21962,87,40.0,21.0,46,121
2021-09-21,150,1283,1216,703,127,372,187,17,6595,,,4406,7633,255,22041,90,41.0,21.0,32,119
2021-09-22,158,1310,1103,737,164,378,190,19,8969,,,4421,7652,260,22114,90,41.0,19.0,65,117
2021-09-23,145,1279,1093,731,142,340,204,19,8788,,,4444,7671,270,22193,85,41.0,19.0,42,122
2021-09-24,139,1235,1100,703,127,315,212,21,7315,,,4464,7692,276,22248,68,46.0,18.0,36,106
2021-09-25,94,1163,1090,687,131,280,215,24,6076,,,4476,7716,286,22310,69,47.0,19.0,43,75
2021-09-26,156,1213,1019,705,156,331,223,14,9453,,,4492,7730,280,22368,74,48.0,20.0,50,135
2021-09-27,140,1205,1072,676,137,310,220,17,7570,,,4510,7747,278,22427,63,52.0,18.0,32,110
2021-09-28,98,1140,1054,661,120,296,220,21,6648,,,4520,7768,278,22476,61,53.0,18.0,27,84
2021-09-29,145,1163,976,665,127,337,212,23,8898,,,4529,7791,264,22521,55,54.0,19.0,29,129
2021-09-30,119,1131,987,634,118,307,209,14,8460,,,4541,7805,265,22571,60,53.0,19.0,43,104
2021-10-01,107,1083,959,605,115,283,201,22,7135,,,4546,7827,244,22618,52,54.0,19.0,36,87
2021-10-02,94,1028,968,587,124,268,202,18,6284,,,4551,7845,255,22653,44,55.0,19.0,40,78
2021-10-03,102,1042,898,576,129,302,201,23,8915,,,4560,7868,247,22689,43,54.0,18.0,29,96
2021-10-04,87,1003,853,548,107,290,201,11,8359,,,4571,7879,243,22723,39,52.0,19.0,22,86
2021-10-05,80,933,823,500,104,258,194,15,8358,,,4578,7894,235,22758,35,51.0,18.0,27,66
2021-10-06,84,864,755,481,91,245,194,15,8162,,,4582,7909,234,22792,40,55.0,18.0,22,64
2021-10-07,80,832,735,461,77,246,186,17,8299,,,4585,7926,222,22820,34,52.0,16.0,18,72
2021-10-08,62,791,738,455,73,220,186,6,7020,,,4589,7932,225,22859,44,51.0,17.0,18,56
2021-10-09,56,765,733,454,77,209,184,14,6285,,,4595,7946,222,22887,35,53.0,15.0,17,43
2021-10-10,71,788,695,456,77,237,182,14,9184,,,4601,7960,221,22913,32,50.0,14.0,15,71
2021-10-11,63,776,696,435,77,216,182,13,8545,,,4607,7973,216,22944,35,51.0,13.0,19,58
2021-10-12,58,726,654,420,73,201,171,10,8321,,,4611,7983,216,22965,26,50.0,13.0,23,54
2021-10-13,59,708,636,408,70,197,166,11,7735,,,4614,7994,208,22989,30,51.0,12.0,19,59
2021-10-14,55,679,600,385,70,192,164,14,8276,,,4621,8008,201,23010,25,48.0,12.0,22,48
2021-10-15,52,636,598,378,58,171,159,10,6714,,,4629,8018,192,23038,30,47.0,11.0,10,43
2021-10-16,37,616,597,374,63,161,162,10,6141,,,4634,8028,188,23055,22,47.0,12.0,15,32
2021-10-17,48,634,555,381,65,177,159,6,8696,,,4642,8034,182,23074,25,46.0,11.0,15,48
2021-10-18,38,605,541,358,54,163,164,9,8052,,,4650,8043,185,23090,19,45.0,10.0,11,41
2021-10-19,35,567,522,351,48,146,157,3,7855,,,4651,8046,179,23111,23,46.0,10.0,10,35
2021-10-20,42,555,500,339,43,147,152,8,7664,,,4652,8054,178,23122,17,44.0,9.0,11,37
2021-10-21,43,542,488,312,44,156,151,7,8014,,,4658,8061,175,23130,13,44.0,8.0,13,42
2021-10-22,30,513,485,300,47,144,150,4,6544,,,4661,8065,173,23147,19,45.0,7.0,16,26
2021-10-23,20,488,468,291,51,134,149,8,5826,,,4664,8073,168,23154,11,44.0,6.0,12,16
2021-10-24,29,486,428,278,52,146,143,6,8510,,,4673,8079,165,23159,8,43.0,6.0,12,37
2021-10-25,30,465,410,257,57,126,138,11,7840,,,4677,8090,156,23169,13,44.0,6.0,18,23
2021-10-26,23,430,379,240,48,113,133,9,7846,,,4679,8099,151,23175,8,44.0,6.0,6,18
2021-10-27,36,411,373,232,36,117,133,5,7403,,,4682,8104,154,23188,16,44.0,7.0,7,29
2021-10-28,25,386,359,231,36,102,129,7,7947,,,4686,8111,148,23200,17,42.0,7.0,8,21
2021-10-29,19,374,349,217,33,104,126,6,6729,,,4687,8117,150,23205,8,41.0,7.0,8,19
2021-10-30,18,357,350,215,32,101,125,3,6138,,,4689,8120,141,23210,9,41.0,7.0,6,16
2021-10-31,29,376,331,218,35,112,127,2,9002,,,4690,8122,147,23219,14,42.0,6.0,9,28
2021-11-01,27,370,337,210,29,108,123,4,7937,,,4692,8126,139,23227,13,42.0,6.0,7,27
2021-11-02,16,345,317,205,25,99,117,3,7792,,,4692,8129,136,23235,10,41.0,5.0,5,16
2021-11-03,12,329,298,190,24,94,114,5,7655,,,4692,8134,130,23240,6,41.0,4.0,6,11
2021-11-04,19,314,283,175,23,97,109,6,8108,,,4694,8140,122,23241,3,41.0,4.0,5,20
2021-11-05,13,290,276,172,17,89,106,1,6687,,,4695,8141,118,23247,7,41.0,4.0,0,12
2021-11-06,15,284,278,174,19,86,107,1,6067,,,4695,8142,120,23253,6,41.0,3.0,5,12
2021-11-07,9,287,269,169,23,86,104,4,8901,,,4696,8146,119,23254,2,39.0,3.0,6,8
2021-11-08,11,282,266,163,25,85,104,3,8029,,,4699,8149,119,23258,7,38.0,3.0,6,11
2021-11-09,21,292,264,154,18,99,102,6,8007,,,4701,8155,116,23265,7,36.0,3.0,0,21
2021-11-10,17,275,256,146,18,94,98,5,7789,,,4702,8160,111,23270,8,35.0,3.0,6,13
2021-11-11,21,266,248,145,17,94,98,3,7815,,,4704,8163,111,23278,8,37.0,3.0,2,15
2021-11-12,10,255,245,147,19,79,98,2,6563,,,4705,8165,109,23285,7,37.0,3.0,5,5
2021-11-13,11,253,250,149,17,83,98,2,5939,,,4707,8167,110,23290,5,37.0,3.0,1,10
2021-11-14,17,268,240,149,19,93,95,0,8544,,,4709,8167,109,23295,5,36.0,3.0,5,17
2021-11-15,10,257,241,138,19,86,91,5,7928,,,4711,8172,103,23300,6,33.0,3.0,5,7
2021-11-16,13,246,232,135,19,84,89,4,7833,,,4712,8176,97,23304,6,31.0,3.0,3,12
2021-11-17,11,241,230,136,19,80,89,1,7959,,,4712,8177,102,23308,7,31.0,3.0,6,9
2021-11-18,21,251,227,132,32,82,86,3,7968,,,4713,8180,99,23313,5,31.0,2.0,19,10
2021-11-19,12,239,231,124,21,86,78,3,6235,,,4713,8183,89,23316,3,31.0,2.0,5,11
2021-11-20,9,232,224,127,17,81,78,6,5402,,,4714,8189,88,23324,8,31.0,2.0,1,5
2021-11-21,16,236,226,129,22,84,78,1,8395,,,4716,8190,86,23330,7,30.0,3.0,6,14
2021-11-22,16,248,231,128,18,92,79,2,7857,,,4720,8192,91,23336,6,30.0,3.0,2,13
2021-11-23,14,249,234,125,18,94,78,0,7843,,,4724,8192,89,23341,6,29.0,2.0,3,14
2021-11-24,14,246,223,118,20,96,76,3,7800,,,4725,8195,83,23345,5,29.0,2.0,4,10
2021-11-25,17,232,226,118,16,92,72,3,7923,,,4725,8198,79,23353,8,29.0,2.0,4,14
2021-11-26,10,234,217,121,20,84,71,2,6367,,,4726,8200,80,23360,8,29.0,2.0,4,7
2021-11-27,16,234,226,123,19,82,69,1,5985,,,4726,8201,79,23366,9,27.0,2.0,4,8
2021-11-28,13,236,224,124,16,89,69,3,8468,,,4730,8204,79,23371,7,25.0,1.0,2,12
2021-11-29,12,237,224,117,17,94,69,3,8099,,,4732,8207,78,23373,3,25.0,2.0,3,13
2021-11-30,26,248,233,115,16,109,65,3,8037,,,4733,8210,76,23376,6,22.0,2.0,4,21
2021-12-01,10,239,223,112,14,106,65,1,7499,,,4734,8211,73,23378,2,23.0,2.0,2,9
2021-12-02,13,238,220,111,13,103,64,2,7920,,,4735,8213,74,23383,6,23.0,2.0,2,11
2021-12-03,16,238,230,108,13,106,63,1,6403,,,4737,8214,74,23387,4,23.0,2.0,2,12
2021-12-04,11,233,228,106,12,110,62,2,6053,,,4737,8216,71,23392,5,23.0,2.0,2,10
2021-12-05,18,246,236,107,15,119,62,1,8544,,,4737,8217,72,23397,6,22.0,2.0,3,17
2021-12-06,15,255,231,106,15,122,60,2,7904,,,4739,8219,71,23399,6,22.0,1.0,3,15
2021-12-07,22,256,240,102,13,125,55,3,8242,,,4739,8222,67,23404,5,20.0,1.0,2,17
2021-12-08,15,248,229,96,11,130,53,6,7701,,,4740,8228,62,23407,3,20.0,1.0,1,13
2021-12-09,18,250,237,89,12,139,54,1,8163,,,4742,8229,61,23411,5,19.0,2.0,3,17
2021-12-10,16,248,238,96,9,135,53,2,7169,,,4743,8231,59,23418,11,18.0,2.0,2,10
2021-12-11,22,258,254,96,10,146,50,1,6714,,,4743,8232,56,23421,4,17.0,2.0,2,19
2021-12-12,13,265,243,91,14,154,48,2,9431,,,4743,8234,54,23423,2,17.0,2.0,6,17
2021-12-13,13,257,240,91,11,148,47,4,8948,,,4744,8238,56,23429,7,16.0,2.0,2,12
2021-12-14,22,265,253,86,14,157,46,1,8796,,,4744,8239,56,23431,3,16.0,2.0,4,21
2021-12-15,13,263,248,80,17,160,44,1,8269,,,4745,8240,54,23431,1,14.0,2.0,5,11
2021-12-16,23,271,258,77,16,172,42,1,8518,,,4746,8241,53,23435,4,14.0,1.0,4,24
2021-12-17,19,275,265,79,16,176,41,2,6663,,,4747,8243,52,23441,6,13.0,1.0,3,18
2021-12-18,17,283,281,77,15,185,39,2,6148,,,4748,8245,48,23443,4,15.0,1.0,2,16
2021-12-19,18,294,281,80,21,189,40,2,9220,,,4752,8247,48,23448,6,15.0,1.0,7,15
2021-12-20,26,309,290,78,21,202,39,2,7364,,,4754,8249,46,23455,9,15.0,1.0,7,22
2021-12-21,16,305,295,77,20,202,36,0,7593,,,4754,8249,42,23460,8,14.0,1.0,4,17
2021-12-22,24,319,303,75,21,217,36,0,7592,,,4754,8249,43,23463,5,14.0,1.0,5,25
2021-12-23,38,345,321,79,21,233,37,1,8148,,,4755,8250,46,23469,9,16.0,1.0,4,31
2021-12-24,36,356,342,84,18,244,36,1,6789,,,4755,8251,43,23480,12,17.0,1.0,5,28
2021-12-25,20,362,358,88,20,248,35,0,6593,,,4755,8251,42,23490,12,17.0,1.0,7,18
2021-12-26,37,396,368,92,21,276,36,2,9114,,,4757,8253,45,23500,13,17.0,0.0,5,35
2021-12-27,51,422,392,81,22,299,35,3,8018,,,4758,8256,43,23506,6,17.0,0.0,5,42
2021-12-28,51,440,417,84,25,322,37,1,8354,,,4759,8257,46,23514,12,17.0,1.0,7,48
2021-12-29,51,467,445,87,23,348,36,2,8376,,,4760,8259,43,23523,12,16.0,1.0,7,47
2021-12-30,66,507,488,88,19,391,36,0,8499,,,4760,8259,43,23529,7,16.0,1.0,3,63
2021-12-31,58,546,511,95,25,416,35,1,6650,,,4760,8260,42,23537,10,15.0,1.0,7,51
2022-01-01,61,572,563,101,20,442,35,2,6583,,,4761,8262,42,23547,12,15.0,1.0,2,56
2022-01-02,82,638,593,109,21,494,31,5,9656,,,4761,8267,43,23565,20,14.0,1.0,10,73
2022-01-03,114,708,665,108,23,561,33,4,8350,,,4763,8271,42,23574,12,13.0,2.0,12,112
2022-01-04,138,798,743,114,28,641,37,1,8351,,,4768,8272,46,23591,19,13.0,2.0,16,131
2022-01-05,146,892,818,128,33,704,35,4,8068,,,4769,8276,48,23620,30,13.0,2.0,14,132
2022-01-06,154,965,875,132,34,770,38,2,8558,,,4771,8278,50,23645,25,13.0,2.0,13,149
2022-01-07,168,1041,961,147,38,811,42,3,6798,,,4777,8281,52,23675,36,13.0,2.0,17,160
2022-01-08,184,1138,1068,161,47,904,45,5,6488,,,4781,8286,57,23704,33,13.0,3.0,20,175
2022-01-09,292,1344,1182,192,79,1039,48,8,9318,,,4785,8294,61,23751,49,11.0,3.0,45,266
2022-01-10,319,1494,1323,214,83,1142,56,9,8463,,,4795,8303,69,23799,52,11.0,3.0,35,288
2022-01-11,260,1579,1402,245,83,1196,55,7,8065,,,4800,8310,74,23862,70,10.0,4.0,49,249
2022-01-12,342,1733,1492,238,103,1333,62,8,7810,,,4808,8318,78,23895,37,11.0,5.0,50,310
2022-01-13,370,1851,1617,282,107,1408,66,11,8109,,,4816,8329,81,23977,87,12.0,6.0,44,339
2022-01-14,357,1968,1744,317,129,1434,71,12,6243,,,4826,8341,95,24059,91,12.0,7.0,54,307
2022-01-15,347,2064,1921,371,141,1511,88,19,5927,,,4845,8360,109,24144,96,11.0,8.0,54,339
2022-01-16,431,2314,1974,432,152,1681,87,19,8158,,,4853,8379,114,24269,131,11.0,10.0,69,432
2022-01-17,479,2459,2150,457,168,1719,82,23,7693,,,4867,8402,118,24376,119,12.0,12.0,70,453
2022-01-18,480,2593,2243,515,164,1826,104,20,7544,,,4882,8422,146,24491,131,13.0,14.0,63,489
2022-01-19,425,2661,2308,536,203,1816,100,26,6996,,,4896,8448,143,24606,128,14.0,16.0,102,402
2022-01-20,557,2823,2390,584,199,1934,107,26,7648,,,4911,8474,161,24743,149,14.0,18.0,80,529
2022-01-21,491,2865,2543,637,180,1904,126,38,6540,,,4938,8512,180,24896,173,16.0,20.0,65,473
2022-01-22,410,2886,2687,712,214,1873,144,41,6046,,,4961,8553,202,25033,162,16.0,24.0,89,394
2022-01-23,585,3221,2728,787,259,2053,149,41,8544,,,4978,8594,211,25183,178,18.0,27.0,114,530
2022-01-24,577,3315,2844,807,271,2089,162,55,7495,,,5006,8649,222,25330,165,18.0,30.0,114,548
2022-01-25,620,3405,2976,856,301,2101,175,44,7762,,,5039,8693,236,25499,194,19.0,35.0,124,577
2022-01-26,474,3374,2901,906,318,1998,187,53,6827,,,5067,8746,243,25661,184,18.0,38.0,108,430
2022-01-27,500,3353,2897,942,306,1928,207,35,7307,,,5105,8781,276,25832,190,19.0,42.0,105,490
2022-01-28,459,3318,2955,933,278,1898,210,52,6286,,,5135,8833,280,25967,157,18.0,43.0,80,404
2022-01-29,407,3287,3075,990,269,1898,227,56,5936,,,5159,8889,293,26117,169,19.0,45.0,55,388
2022-01-30,565,3625,3151,1074,315,2075,245,54,9030,,,5193,8943,321,26297,218,19.0,48.0,114,518
2022-01-31,566,3714,3146,1123,306,2072,243,56,8058,,,5219,8999,317,26497,230,20.0,49.0,112,527
2022-02-01,467,3603,3104,1116,313,1953,259,65,7845,,,5256,9064,338,26676,197,18.0,50.0,102,446
2022-02-02,564,3567,3142,1103,318,1956,267,72,8072,,,5290,9136,345,26847,191,18.0,53.0,117,533
2022-02-03,458,3530,3033,1131,336,1882,267,72,8577,,,5326,9208,343,27022,198,18.0,55.0,101,417
2022-02-04,462,3468,3148,1148,294,1793,266,53,6554,,,5352,9261,349,27202,208,17.0,61.0,79,397
2022-02-05,335,3374,3191,1191,298,1729,265,62,5913,,,5376,9323,358,27357,184,16.0,61.0,73,314
2022-02-06,477,3597,3079,1240,352,1863,265,62,9186,,,5407,9385,361,27508,180,19.0,62.0,112,439
2022-02-07,432,3541,3093,1207,329,1773,277,73,8545,,,5442,9458,368,27667,191,20.0,63.0,99,400
2022-02-08,422,3445,2965,1168,297,1786,266,60,8458,,,5462,9518,348,27814,173,23.0,65.0,83,422
2022-02-09,303,3212,2805,1127,272,1603,252,57,8146,,,5479,9575,325,27950,156,24.0,64.0,61,283
2022-02-10,335,3082,2626,1093,275,1514,254,74,7797,,,5500,9649,325,28082,163,23.0,62.0,92,323
2022-02-11,278,2871,2652,1026,255,1375,247,56,6590,,,5522,9705,316,28178,125,22.0,63.0,60,249
2022-02-12,240,2757,2621,1011,269,1346,248,57,6429,,,5541,9762,305,28262,100,23.0,63.0,59,203
2022-02-13,286,2825,2456,1018,300,1413,262,47,9451,,,5569,9809,322,28356,111,24.0,62.0,72,270
2022-02-14,300,2765,2394,1013,257,1356,273,50,8466,,,5594,9859,334,28480,150,26.0,60.0,62,292
2022-02-15,238,2624,2300,943,253,1267,264,39,8462,,,5609,9898,324,28558,95,28.0,57.0,61,240
2022-02-16,246,2494,2238,896,223,1226,254,37,8481,,,5622,9935,309,28631,101,28.0,54.0,52,249
2022-02-17,221,2433,2087,851,206,1237,247,38,8655,,,5631,9973,298,28714,99,29.0,51.0,43,224
2022-02-18,162,2211,2010,811,201,1061,234,25,7118,,,5641,9998,289,28779,85,29.0,46.0,49,134
2022-02-19,160,2121,2033,804,191,1034,250,26,6252,,,5659,10024,307,28833,77,27.0,41.0,37,158
2022-02-20,182,2180,1917,813,215,1059,254,32,9415,,,5683,10056,309,28907,87,28.0,37.0,58,154
2022-02-21,201,2117,1838,777,194,1026,237,27,8775,,,5687,10083,291,28957,73,27.0,35.0,47,181
2022-02-22,163,1966,1715,718,177,944,241,33,8696,,,5699,10116,288,29002,56,26.0,32.0,36,137
2022-02-23,177,1863,1657,669,163,905,234,32,8533,,,5710,10148,269,29043,55,27.0,31.0,32,165
2022-02-24,140,1765,1562,661,147,847,233,23,8806,,,5720,10171,269,29091,73,27.0,30.0,34,120
2022-02-25,127,1673,1539,632,152,798,227,24,6632,,,5735,10195,263,29133,56,26.0,28.0,43,114
2022-02-26,103,1603,1549,624,148,767,219,21,6261,,,5739,10216,254,29170,49,26.0,28.0,25,91
2022-02-27,125,1658,1460,633,154,804,219,25,9599,,,5750,10241,261,29213,60,26.0,27.0,35,117
2022-02-28,135,1615,1434,576,145,790,216,24,8644,,,5761,10265,256,29242,40,27.0,26.0,33,127
2022-03-01,103,1500,1372,560,150,697,207,24,8685,,,5768,10289,243,29292,64,26.0,26.0,33,88
2022-03-02,100,1439,1301,548,135,678,199,12,8712,,,5775,10301,231,29322,44,27.0,24.0,21,105
2022-03-03,96,1386,1213,499,131,656,194,21,8464,,,5782,10322,221,29347,30,27.0,21.0,23,93
2022-03-04,81,1282,1209,461,131,613,193,12,6999,,,5789,10334,218,29367,28,27.0,21.0,30,81
2022-03-05,75,1259,1204,452,132,609,189,16,6439,,,5791,10350,211,29394,36,27.0,19.0,24,70
2022-03-06,81,1270,1112,461,129,621,184,13,9709,,,5795,10363,208,29419,41,28.0,19.0,21,79
2022-03-07,71,1197,1057,426,125,569,168,12,9115,,,5797,10375,193,29445,32,27.0,17.0,31,68
2022-03-08,111,1155,1054,407,116,565,163,14,8651,,,5804,10389,187,29468,34,26.0,15.0,21,105
2022-03-09,91,1136,1035,397,105,582,166,13,8546,,,5813,10402,192,29494,31,27.0,14.0,18,86
2022-03-10,91,1126,1011,388,100,567,159,3,8564,,,5815,10405,188,29512,24,26.0,14.0,23,81
2022-03-11,55,1064,970,364,97,546,157,7,6263,,,5819,10412,178,29521,13,27.0,11.0,16,60
2022-03-12,60,993,951,364,94,497,155,9,6065,,,5823,10421,172,29547,33,25.0,11.0,20,54
2022-03-13,65,1017,928,364,95,517,150,11,9167,,,5828,10432,173,29566,25,23.0,10.0,15,59
2022-03-14,70,996,900,352,96,509,148,10,8072,,,5831,10442,170,29577,17,22.0,9.0,14,70
2022-03-15,58,961,884,337,92,486,145,5,7864,,,5833,10447,160,29593,19,22.0,9.0,13,55
2022-03-16,77,978,883,333,97,496,149,7,7668,,,5842,10454,165,29610,23,22.0,8.0,18,74
2022-03-17,72,974,890,319,94,476,146,7,7914,,,5852,10461,161,29627,20,22.0,7.0,19,53
2022-03-18,59,909,864,315,90,457,138,10,6878,,,5857,10471,162,29644,21,22.0,8.0,11,53
2022-03-19,95,946,898,325,89,501,140,8,6381,,,5863,10479,160,29663,25,20.0,8.0,19,84
2022-03-20,110,1010,913,327,85,561,141,6,9081,,,5866,10485,163,29687,30,20.0,8.0,12,100
2022-03-21,108,1030,936,331,80,559,140,8,8614,,,5872,10493,151,29712,33,20.0,7.0,18,92
2022-03-22,136,1070,935,318,75,606,135,8,8688,,,5873,10501,151,29726,20,20.0,7.0,18,121
2022-03-23,89,1048,938,314,72,604,135,1,8249,,,5878,10502,153,29743,29,19.0,7.0,15,100
2022-03-24,87,1004,892,305,75,587,126,8,8026,,,5880,10510,145,29765,26,19.0,6.0,17,76
2022-03-25,61,942,894,297,62,544,123,7,6499,,,5882,10517,139,29782,20,18.0,7.0,3,54
2022-03-26,104,994,944,292,65,599,116,12,6581,,,5884,10529,136,29798,22,19.0,6.0,18,103
