date,amount,total,countDeadAvg7days
2021-08-26T00:00:00.000Z,32,7000,26.0
2021-08-27T00:00:00.000Z,26,7026,27.0
2021-08-28T00:00:00.000Z,23,7049,27.0
2021-08-29T00:00:00.000Z,29,7078,27.0
2021-08-30T00:00:00.000Z,26,7104,27.0
2021-08-31T00:00:00.000Z,31,7135,27.0
2021-09-01T00:00:00.000Z,31,7166,27.0
2021-09-02T00:00:00.000Z,31,7197,28.0
2021-09-03T00:00:00.000Z,34,7231,28.0
2021-09-04T00:00:00.000Z,26,7257,29.0
2021-09-05T00:00:00.000Z,26,7283,29.0
2021-09-06T00:00:00.000Z,23,7306,29.0
2021-09-07T00:00:00.000Z,27,7333,28.0
2021-09-08T00:00:00.000Z,29,7362,28.0
2021-09-09T00:00:00.000Z,22,7384,28.0
2021-09-10T00:00:00.000Z,17,7401,26.0
2021-09-11T00:00:00.000Z,27,7428,24.0
2021-09-12T00:00:00.000Z,22,7450,24.0
2021-09-13T00:00:00.000Z,20,7470,23.0
2021-09-14T00:00:00.000Z,29,7499,23.0
2021-09-15T00:00:00.000Z,20,7519,23.0
2021-09-16T00:00:00.000Z,21,7540,22.0
2021-09-17T00:00:00.000Z,17,7557,22.0
2021-09-18T00:00:00.000Z,17,7574,22.0
2021-09-19T00:00:00.000Z,28,7602,20.0
2021-09-20T00:00:00.000Z,15,7617,21.0
2021-09-21T00:00:00.000Z,17,7634,21.0
2021-09-22T00:00:00.000Z,19,7653,19.0
2021-09-23T00:00:00.000Z,19,7672,19.0
2021-09-24T00:00:00.000Z,21,7693,18.0
2021-09-25T00:00:00.000Z,24,7717,19.0
2021-09-26T00:00:00.000Z,14,7731,20.0
2021-09-27T00:00:00.000Z,17,7748,18.0
2021-09-28T00:00:00.000Z,21,7769,18.0
2021-09-29T00:00:00.000Z,23,7792,19.0
2021-09-30T00:00:00.000Z,14,7806,19.0
2021-10-01T00:00:00.000Z,22,7828,19.0
2021-10-02T00:00:00.000Z,18,7846,19.0
2021-10-03T00:00:00.000Z,23,7869,18.0
2021-10-04T00:00:00.000Z,11,7880,19.0
2021-10-05T00:00:00.000Z,15,7895,18.0
2021-10-06T00:00:00.000Z,15,7910,18.0
2021-10-07T00:00:00.000Z,17,7927,16.0
2021-10-08T00:00:00.000Z,6,7933,17.0
2021-10-09T00:00:00.000Z,14,7947,15.0
2021-10-10T00:00:00.000Z,14,7961,14.0
2021-10-11T00:00:00.000Z,13,7974,13.0
2021-10-12T00:00:00.000Z,10,7984,13.0
2021-10-13T00:00:00.000Z,11,7995,12.0
2021-10-14T00:00:00.000Z,14,8009,12.0
2021-10-15T00:00:00.000Z,10,8019,11.0
2021-10-16T00:00:00.000Z,10,8029,12.0
2021-10-17T00:00:00.000Z,6,8035,11.0
2021-10-18T00:00:00.000Z,9,8044,10.0
2021-10-19T00:00:00.000Z,3,8047,10.0
2021-10-20T00:00:00.000Z,8,8055,9.0
2021-10-21T00:00:00.000Z,7,8062,8.0
2021-10-22T00:00:00.000Z,4,8066,7.0
2021-10-23T00:00:00.000Z,8,8074,6.0
2021-10-24T00:00:00.000Z,6,8080,6.0
2021-10-25T00:00:00.000Z,11,8091,6.0
2021-10-26T00:00:00.000Z,9,8100,6.0
2021-10-27T00:00:00.000Z,5,8105,7.0
2021-10-28T00:00:00.000Z,7,8112,7.0
2021-10-29T00:00:00.000Z,6,8118,7.0
2021-10-30T00:00:00.000Z,3,8121,7.0
2021-10-31T00:00:00.000Z,2,8123,6.0
2021-11-01T00:00:00.000Z,4,8127,6.0
2021-11-02T00:00:00.000Z,3,8130,5.0
2021-11-03T00:00:00.000Z,5,8135,4.0
2021-11-04T00:00:00.000Z,6,8141,4.0
2021-11-05T00:00:00.000Z,1,8142,4.0
2021-11-06T00:00:00.000Z,1,8143,3.0
2021-11-07T00:00:00.000Z,4,8147,3.0
2021-11-08T00:00:00.000Z,3,8150,3.0
2021-11-09T00:00:00.000Z,6,8156,3.0
2021-11-10T00:00:00.000Z,5,8161,3.0
2021-11-11T00:00:00.000Z,3,8164,3.0
2021-11-12T00:00:00.000Z,2,8166,3.0
2021-11-13T00:00:00.000Z,2,8168,3.0
2021-11-14T00:00:00.000Z,0,8168,3.0
2021-11-15T00:00:00.000Z,5,8173,3.0
2021-11-16T00:00:00.000Z,4,8177,3.0
2021-11-17T00:00:00.000Z,1,8178,3.0
2021-11-18T00:00:00.000Z,3,8181,2.0
2021-11-19T00:00:00.000Z,3,8184,2.0
2021-11-20T00:00:00.000Z,6,8190,2.0
2021-11-21T00:00:00.000Z,1,8191,3.0
2021-11-22T00:00:00.000Z,2,8193,3.0
2021-11-23T00:00:00.000Z,0,8193,2.0
2021-11-24T00:00:00.000Z,3,8196,2.0
2021-11-25T00:00:00.000Z,3,8199,2.0
2021-11-26T00:00:00.000Z,2,8201,2.0
2021-11-27T00:00:00.000Z,1,8202,2.0
2021-11-28T00:00:00.000Z,3,8205,1.0
2021-11-29T00:00:00.000Z,3,8208,2.0
2021-11-30T00:00:00.000Z,3,8211,2.0
2021-12-01T00:00:00.000Z,1,8212,2.0
2021-12-02T00:00:00.000Z,2,8214,2.0
2021-12-03T00:00:00.000Z,1,8215,2.0
2021-12-04T00:00:00.000Z,2,8217,2.0
2021-12-05T00:00:00.000Z,1,8218,2.0
2021-12-06T00:00:00.000Z,2,8220,1.0
2021-12-07T00:00:00.000Z,3,8223,1.0
2021-12-08T00:00:00.000Z,6,8229,1.0
2021-12-09T00:00:00.000Z,1,8230,2.0
2021-12-10T00:00:00.000Z,2,8232,2.0
2021-12-11T00:00:00.000Z,1,8233,2.0
2021-12-12T00:00:00.000Z,2,8235,2.0
2021-12-13T00:00:00.000Z,4,8239,2.0
2021-12-14T00:00:00.000Z,1,8240,2.0
2021-12-15T00:00:00.000Z,1,8241,2.0
2021-12-16T00:00:00.000Z,1,8242,1.0
2021-12-17T00:00:00.000Z,2,8244,1.0
2021-12-18T00:00:00.000Z,2,8246,1.0
2021-12-19T00:00:00.000Z,2,8248,1.0
2021-12-20T00:00:00.000Z,2,8250,1.0
2021-12-21T00:00:00.000Z,0,8250,1.0
2021-12-22T00:00:00.000Z,0,8250,1.0
2021-12-23T00:00:00.000Z,1,8251,1.0
2021-12-24T00:00:00.000Z,1,8252,1.0
2021-12-25T00:00:00.000Z,0,8252,1.0
2021-12-26T00:00:00.000Z,2,8254,0.0
2021-12-27T00:00:00.000Z,3,8257,0.0
2021-12-28T00:00:00.000Z,1,8258,1.0
2021-12-29T00:00:00.000Z,2,8260,1.0
2021-12-30T00:00:00.000Z,0,8260,1.0
2021-12-31T00:00:00.000Z,1,8261,1.0
2022-01-01T00:00:00.000Z,2,8263,1.0
2022-01-02T00:00:00.000Z,5,8268,1.0
2022-01-03T00:00:00.000Z,4,8272,2.0
2022-01-04T00:00:00.000Z,1,8273,2.0
2022-01-05T00:00:00.000Z,4,8277,2.0
2022-01-06T00:00:00.000Z,2,8279,2.0
2022-01-07T00:00:00.000Z,3,8282,2.0
2022-01-08T00:00:00.000Z,5,8287,3.0
2022-01-09T00:00:00.000Z,8,8295,3.0
2022-01-10T00:00:00.000Z,9,8304,3.0
2022-01-11T00:00:00.000Z,7,8311,4.0
2022-01-12T00:00:00.000Z,8,8319,5.0
2022-01-13T00:00:00.000Z,11,8330,6.0
2022-01-14T00:00:00.000Z,12,8342,7.0
2022-01-15T00:00:00.000Z,19,8361,8.0
2022-01-16T00:00:00.000Z,19,8380,10.0
2022-01-17T00:00:00.000Z,23,8403,12.0
2022-01-18T00:00:00.000Z,20,8423,14.0
2022-01-19T00:00:00.000Z,26,8449,16.0
2022-01-20T00:00:00.000Z,26,8475,18.0
2022-01-21T00:00:00.000Z,38,8513,20.0
2022-01-22T00:00:00.000Z,41,8554,24.0
2022-01-23T00:00:00.000Z,41,8595,27.0
2022-01-24T00:00:00.000Z,55,8650,30.0
2022-01-25T00:00:00.000Z,44,8694,35.0
2022-01-26T00:00:00.000Z,53,8747,38.0
2022-01-27T00:00:00.000Z,35,8782,42.0
2022-01-28T00:00:00.000Z,52,8834,43.0
2022-01-29T00:00:00.000Z,56,8890,45.0
2022-01-30T00:00:00.000Z,54,8944,48.0
2022-01-31T00:00:00.000Z,56,9000,49.0
2022-02-01T00:00:00.000Z,65,9065,50.0
2022-02-02T00:00:00.000Z,72,9137,53.0
2022-02-03T00:00:00.000Z,72,9209,55.0
2022-02-04T00:00:00.000Z,53,9262,61.0
2022-02-05T00:00:00.000Z,62,9324,61.0
2022-02-06T00:00:00.000Z,62,9386,62.0
2022-02-07T00:00:00.000Z,73,9459,63.0
2022-02-08T00:00:00.000Z,60,9519,65.0
2022-02-09T00:00:00.000Z,57,9576,64.0
2022-02-10T00:00:00.000Z,74,9650,62.0
2022-02-11T00:00:00.000Z,56,9706,63.0
2022-02-12T00:00:00.000Z,57,9763,63.0
2022-02-13T00:00:00.000Z,47,9810,62.0
2022-02-14T00:00:00.000Z,50,9860,60.0
2022-02-15T00:00:00.000Z,39,9899,57.0
2022-02-16T00:00:00.000Z,37,9936,54.0
2022-02-17T00:00:00.000Z,38,9974,51.0
2022-02-18T00:00:00.000Z,25,9999,46.0
2022-02-19T00:00:00.000Z,26,10025,41.0
2022-02-20T00:00:00.000Z,32,10057,37.0
2022-02-21T00:00:00.000Z,27,10084,35.0
2022-02-22T00:00:00.000Z,33,10117,32.0
2022-02-23T00:00:00.000Z,32,10149,31.0
2022-02-24T00:00:00.000Z,23,10172,30.0
2022-02-25T00:00:00.000Z,24,10196,28.0
2022-02-26T00:00:00.000Z,21,10217,28.0
2022-02-27T00:00:00.000Z,25,10242,27.0
2022-02-28T00:00:00.000Z,24,10266,26.0
2022-03-01T00:00:00.000Z,24,10290,26.0
2022-03-02T00:00:00.000Z,12,10302,24.0
2022-03-03T00:00:00.000Z,21,10323,21.0
2022-03-04T00:00:00.000Z,12,10335,21.0
2022-03-05T00:00:00.000Z,16,10351,19.0
2022-03-06T00:00:00.000Z,13,10364,19.0
2022-03-07T00:00:00.000Z,12,10376,17.0
2022-03-08T00:00:00.000Z,14,10390,15.0
2022-03-09T00:00:00.000Z,13,10403,14.0
2022-03-10T00:00:00.000Z,3,10406,14.0
2022-03-11T00:00:00.000Z,7,10413,11.0
2022-03-12T00:00:00.000Z,9,10422,11.0
2022-03-13T00:00:00.000Z,11,10433,10.0
2022-03-14T00:00:00.000Z,10,10443,9.0
2022-03-15T00:00:00.000Z,5,10448,9.0
2022-03-16T00:00:00.000Z,7,10455,8.0
2022-03-17T00:00:00.000Z,7,10462,7.0
2022-03-18T00:00:00.000Z,10,10472,8.0
2022-03-19T00:00:00.000Z,8,10480,8.0
2022-03-20T00:00:00.000Z,6,10486,8.0
2022-03-21T00:00:00.000Z,8,10494,7.0
2022-03-22T00:00:00.000Z,8,10502,7.0
2022-03-23T00:00:00.000Z,1,10503,7.0
2022-03-24T00:00:00.000Z,8,10511,6.0
2022-03-25T00:00:00.000Z,7,10518,7.0
2022-03-26T00:00:00.000Z,12,10530,6.0
2022-03-27T00:00:00.000Z,10,10540,7.0
2022-03-28T00:00:00.000Z,8,10548,7.0
2022-03-29T00:00:00.000Z,7,10555,7.0
2022-03-30T00:00:00.000Z,8,10563,7.0
2022-03-31T00:00:00.000Z,14,10577,8.0
2022-04-01T00:00:00.000Z,4,10581,9.0
2022-04-02T00:00:00.000Z,12,10593,9.0
2022-04-03T00:00:00.000Z,11,10604,9.0
2022-04-04T00:00:00.000Z,9,10613,9.0
2022-04-05T00:00:00.000Z,3,10616,9.0
2022-04-06T00:00:00.000Z,9,10625,8.0
2022-04-07T00:00:00.000Z,8,10633,8.0
2022-04-08T00:00:00.000Z,8,10641,8.0
2022-04-09T00:00:00.000Z,12,10653,8.0
2022-04-10T00:00:00.000Z,10,10663,8.0
2022-04-11T00:00:00.000Z,7,10670,8.0
2022-04-12T00:00:00.000Z,8,10678,8.0
2022-04-13T00:00:00.000Z,7,10685,8.0
2022-04-14T00:00:00.000Z,6,10691,8.0
2022-04-15T00:00:00.000Z,8,10699,8.0
2022-04-16T00:00:00.000Z,2,10701,8.0
2022-04-17T00:00:00.000Z,9,10710,6.0
2022-04-18T00:00:00.000Z,9,10719,6.0
2022-04-19T00:00:00.000Z,8,10727,7.0
2022-04-20T00:00:00.000Z,6,10733,7.0
2022-04-21T00:00:00.000Z,4,10737,6.0
2022-04-22T00:00:00.000Z,4,10741,6.0
2022-04-23T00:00:00.000Z,6,10747,6.0
2022-04-24T00:00:00.000Z,4,10751,6.0
2022-04-25T00:00:00.000Z,1,10752,5.0
2022-04-26T00:00:00.000Z,7,10759,4.0
2022-04-27T00:00:00.000Z,5,10764,4.0
2022-04-28T00:00:00.000Z,8,10772,4.0
2022-04-29T00:00:00.000Z,6,10778,5.0
2022-04-30T00:00:00.000Z,5,10783,5.0
2022-05-01T00:00:00.000Z,4,10787,5.0
2022-05-02T00:00:00.000Z,5,10792,5.0
2022-05-03T00:00:00.000Z,9,10801,5.0
2022-05-04T00:00:00.000Z,1,10802,6.0
2022-05-05T00:00:00.000Z,2,10804,5.0
2022-05-06T00:00:00.000Z,6,10810,4.0
2022-05-07T00:00:00.000Z,3,10813,4.0
2022-05-08T00:00:00.000Z,4,10817,4.0
2022-05-09T00:00:00.000Z,2,10819,4.0
2022-05-10T00:00:00.000Z,5,10824,3.0
2022-05-11T00:00:00.000Z,1,10825,3.0
2022-05-12T00:00:00.000Z,2,10827,3.0
2022-05-13T00:00:00.000Z,3,10830,3.0
2022-05-14T00:00:00.000Z,3,10833,2.0
2022-05-15T00:00:00.000Z,8,10841,2.0
2022-05-16T00:00:00.000Z,1,10842,3.0
2022-05-17T00:00:00.000Z,1,10843,3.0
2022-05-18T00:00:00.000Z,2,10845,2.0
2022-05-19T00:00:00.000Z,4,10849,2.0
2022-05-20T00:00:00.000Z,3,10852,3.0
2022-05-21T00:00:00.000Z,4,10856,3.0
2022-05-22T00:00:00.000Z,1,10857,3.0
2022-05-23T00:00:00.000Z,1,10858,2.0
2022-05-24T00:00:00.000Z,1,10859,2.0
2022-05-25T00:00:00.000Z,2,10861,2.0
2022-05-26T00:00:00.000Z,3,10864,2.0
2022-05-27T00:00:00.000Z,1,10865,2.0
2022-05-28T00:00:00.000Z,2,10867,1.0
2022-05-29T00:00:00.000Z,2,10869,1.0
2022-05-30T00:00:00.000Z,2,10871,1.0
2022-05-31T00:00:00.000Z,3,10874,1.0
2022-06-01T00:00:00.000Z,3,10877,2.0
2022-06-02T00:00:00.000Z,2,10879,2.0
2022-06-03T00:00:00.000Z,1,10880,2.0
2022-06-04T00:00:00.000Z,1,10881,2.0
2022-06-05T00:00:00.000Z,0,10881,2.0
2022-06-06T00:00:00.000Z,3,10884,1.0
2022-06-07T00:00:00.000Z,3,10887,1.0
2022-06-08T00:00:00.000Z,2,10889,1.0
2022-06-09T00:00:00.000Z,3,10892,1.0
2022-06-10T00:00:00.000Z,0,10892,1.0
2022-06-11T00:00:00.000Z,2,10894,1.0
2022-06-12T00:00:00.000Z,3,10897,1.0
2022-06-13T00:00:00.000Z,2,10899,2.0
2022-06-14T00:00:00.000Z,0,10899,2.0
2022-06-15T00:00:00.000Z,1,10900,1.0
2022-06-16T00:00:00.000Z,4,10904,1.0
2022-06-17T00:00:00.000Z,4,10908,1.0
2022-06-18T00:00:00.000Z,4,10912,2.0
2022-06-19T00:00:00.000Z,4,10916,2.0
2022-06-20T00:00:00.000Z,2,10918,2.0
2022-06-21T00:00:00.000Z,5,10923,2.0
2022-06-22T00:00:00.000Z,4,10927,3.0
2022-06-23T00:00:00.000Z,11,10938,3.0
2022-06-24T00:00:00.000Z,10,10948,4.0
2022-06-25T00:00:00.000Z,13,10961,5.0
2022-06-26T00:00:00.000Z,8,10969,7.0
2022-06-27T00:00:00.000Z,12,10981,7.0
2022-06-28T00:00:00.000Z,10,10991,9.0
2022-06-29T00:00:00.000Z,13,11004,9.0
2022-06-30T00:00:00.000Z,14,11018,11.0
2022-07-01T00:00:00.000Z,19,11037,11.0
2022-07-02T00:00:00.000Z,13,11050,12.0
2022-07-03T00:00:00.000Z,11,11061,12.0
2022-07-04T00:00:00.000Z,12,11073,13.0
2022-07-05T00:00:00.000Z,14,11087,13.0
2022-07-06T00:00:00.000Z,14,11101,13.0
2022-07-07T00:00:00.000Z,12,11113,13.0
2022-07-08T00:00:00.000Z,14,11127,13.0
2022-07-09T00:00:00.000Z,19,11146,12.0
2022-07-10T00:00:00.000Z,15,11161,13.0
2022-07-11T00:00:00.000Z,14,11175,14.0
2022-07-12T00:00:00.000Z,14,11189,14.0
2022-07-13T00:00:00.000Z,13,11202,14.0
2022-07-14T00:00:00.000Z,22,11224,14.0
2022-07-15T00:00:00.000Z,12,11236,15.0
2022-07-16T00:00:00.000Z,13,11249,15.0
2022-07-17T00:00:00.000Z,8,11257,14.0
2022-07-18T00:00:00.000Z,13,11270,13.0
2022-07-19T00:00:00.000Z,19,11289,13.0
2022-07-20T00:00:00.000Z,13,11302,14.0
2022-07-21T00:00:00.000Z,20,11322,14.0
2022-07-22T00:00:00.000Z,11,11333,14.0
2022-07-23T00:00:00.000Z,15,11348,13.0
2022-07-24T00:00:00.000Z,14,11362,14.0
2022-07-25T00:00:00.000Z,13,11375,15.0
2022-07-26T00:00:00.000Z,10,11385,15.0
2022-07-27T00:00:00.000Z,13,11398,13.0
2022-07-28T00:00:00.000Z,14,11412,13.0
2022-07-29T00:00:00.000Z,8,11420,12.0
2022-07-30T00:00:00.000Z,10,11430,12.0
2022-07-31T00:00:00.000Z,15,11445,11.0
2022-08-01T00:00:00.000Z,18,11463,11.0
2022-08-02T00:00:00.000Z,8,11471,12.0
2022-08-03T00:00:00.000Z,8,11479,12.0
2022-08-04T00:00:00.000Z,7,11486,11.0
2022-08-05T00:00:00.000Z,4,11490,10.0
2022-08-06T00:00:00.000Z,10,11500,10.0
2022-08-07T00:00:00.000Z,12,11512,10.0
2022-08-08T00:00:00.000Z,6,11518,9.0
2022-08-09T00:00:00.000Z,12,11530,7.0
2022-08-10T00:00:00.000Z,7,11537,8.0
2022-08-11T00:00:00.000Z,7,11544,8.0
2022-08-12T00:00:00.000Z,4,11548,8.0
2022-08-13T00:00:00.000Z,4,11552,8.0
2022-08-14T00:00:00.000Z,4,11556,7.0
2022-08-15T00:00:00.000Z,3,11559,6.0
2022-08-16T00:00:00.000Z,14,11573,5.0
2022-08-17T00:00:00.000Z,9,11582,6.0
2022-08-18T00:00:00.000Z,3,11585,6.0
2022-08-19T00:00:00.000Z,7,11592,5.0
2022-08-20T00:00:00.000Z,3,11595,6.0
2022-08-21T00:00:00.000Z,9,11604,6.0
2022-08-22T00:00:00.000Z,7,11611,6.0
2022-08-23T00:00:00.000Z,7,11618,7.0
2022-08-24T00:00:00.000Z,5,11623,6.0
2022-08-25T00:00:00.000Z,5,11628,5.0
2022-08-26T00:00:00.000Z,5,11633,6.0
2022-08-27T00:00:00.000Z,3,11636,5.0
2022-08-28T00:00:00.000Z,4,11640,5.0
2022-08-29T00:00:00.000Z,6,11646,5.0
2022-08-30T00:00:00.000Z,5,11651,5.0
2022-08-31T00:00:00.000Z,1,11652,4.0
2022-09-01T00:00:00.000Z,1,11653,4.0
2022-09-02T00:00:00.000Z,9,11662,3.0
2022-09-03T00:00:00.000Z,0,11662,4.0
2022-09-04T00:00:00.000Z,2,11664,3.0
2022-09-05T00:00:00.000Z,3,11667,3.0
2022-09-06T00:00:00.000Z,6,11673,3.0
2022-09-07T00:00:00.000Z,0,11673,3.0
2022-09-08T00:00:00.000Z,2,11675,3.0
2022-09-09T00:00:00.000Z,0,11675,3.0
2022-09-10T00:00:00.000Z,3,11678,1.0
2022-09-11T00:00:00.000Z,2,11680,2.0
2022-09-12T00:00:00.000Z,1,11681,2.0
2022-09-13T00:00:00.000Z,4,11685,2.0
2022-09-14T00:00:00.000Z,3,11688,1.0
2022-09-15T00:00:00.000Z,4,11692,2.0
2022-09-16T00:00:00.000Z,0,11692,2.0
2022-09-17T00:00:00.000Z,1,11693,2.0
2022-09-18T00:00:00.000Z,1,11694,2.0
2022-09-19T00:00:00.000Z,2,11696,2.0
2022-09-20T00:00:00.000Z,1,11697,2.0
2022-09-21T00:00:00.000Z,0,11697,1.0
2022-09-22T00:00:00.000Z,1,11698,1.0
2022-09-23T00:00:00.000Z,4,11702,0.0
2022-09-24T00:00:00.000Z,0,11702,1.0
2022-09-25T00:00:00.000Z,4,11706,1.0
2022-09-26T00:00:00.000Z,3,11709,1.0
2022-09-27T00:00:00.000Z,3,11712,1.0
2022-09-28T00:00:00.000Z,0,11712,2.0
2022-09-29T00:00:00.000Z,1,11713,2.0
2022-09-30T00:00:00.000Z,1,11714,2.0
2022-10-01T00:00:00.000Z,1,11715,1.0
2022-10-02T00:00:00.000Z,3,11718,1.0
2022-10-03T00:00:00.000Z,1,11719,1.0
2022-10-04T00:00:00.000Z,0,11719,1.0
2022-10-05T00:00:00.000Z,6,11725,1.0
2022-10-06T00:00:00.000Z,3,11728,1.0
2022-10-07T00:00:00.000Z,1,11729,2.0
2022-10-08T00:00:00.000Z,3,11732,2.0
2022-10-09T00:00:00.000Z,2,11734,2.0
2022-10-10T00:00:00.000Z,4,11738,2.0
2022-10-11T00:00:00.000Z,1,11739,2.0
2022-10-12T00:00:00.000Z,2,11741,2.0
2022-10-13T00:00:00.000Z,3,11744,2.0
2022-10-14T00:00:00.000Z,2,11746,2.0
2022-10-15T00:00:00.000Z,3,11749,2.0
2022-10-16T00:00:00.000Z,1,11750,2.0
2022-10-17T00:00:00.000Z,2,11752,2.0
2022-10-18T00:00:00.000Z,3,11755,2.0
2022-10-19T00:00:00.000Z,3,11758,2.0
2022-10-20T00:00:00.000Z,3,11761,2.0
2022-10-21T00:00:00.000Z,1,11762,2.0
2022-10-22T00:00:00.000Z,5,11767,2.0
2022-10-23T00:00:00.000Z,2,11769,2.0
2022-10-24T00:00:00.000Z,3,11772,2.0
2022-10-25T00:00:00.000Z,1,11773,2.0
2022-10-26T00:00:00.000Z,2,11775,2.0
2022-10-27T00:00:00.000Z,5,11780,2.0
2022-10-28T00:00:00.000Z,1,11781,2.0
2022-10-29T00:00:00.000Z,2,11783,2.0
2022-10-30T00:00:00.000Z,3,11786,2.0
2022-10-31T00:00:00.000Z,1,11787,2.0
2022-11-01T00:00:00.000Z,3,11790,2.0
2022-11-02T00:00:00.000Z,1,11791,2.0
2022-11-03T00:00:00.000Z,3,11794,2.0
2022-11-04T00:00:00.000Z,3,11797,2.0
2022-11-05T00:00:00.000Z,1,11798,2.0
2022-11-06T00:00:00.000Z,3,11801,2.0
2022-11-07T00:00:00.000Z,1,11802,2.0
2022-11-08T00:00:00.000Z,4,11806,2.0
2022-11-09T00:00:00.000Z,2,11808,2.0
2022-11-10T00:00:00.000Z,1,11809,2.0
2022-11-11T00:00:00.000Z,3,11812,2.0
2022-11-12T00:00:00.000Z,2,11814,2.0
2022-11-13T00:00:00.000Z,5,11819,2.0
2022-11-14T00:00:00.000Z,4,11823,2.0
2022-11-15T00:00:00.000Z,5,11828,3.0
2022-11-16T00:00:00.000Z,2,11830,3.0
2022-11-17T00:00:00.000Z,4,11834,3.0
2022-11-18T00:00:00.000Z,3,11837,3.0
2022-11-19T00:00:00.000Z,0,11837,3.0
2022-11-20T00:00:00.000Z,2,11839,3.0
2022-11-21T00:00:00.000Z,4,11843,2.0
2022-11-22T00:00:00.000Z,3,11846,2.0
2022-11-23T00:00:00.000Z,2,11848,2.0
2022-11-24T00:00:00.000Z,10,11858,2.0
2022-11-25T00:00:00.000Z,3,11861,3.0
2022-11-26T00:00:00.000Z,0,11861,3.0
2022-11-27T00:00:00.000Z,3,11864,3.0
2022-11-28T00:00:00.000Z,13,11877,3.0
2022-11-29T00:00:00.000Z,8,11885,4.0
2022-11-30T00:00:00.000Z,3,11888,5.0
2022-12-01T00:00:00.000Z,4,11892,5.0
2022-12-02T00:00:00.000Z,4,11896,4.0
2022-12-03T00:00:00.000Z,4,11900,5.0
2022-12-04T00:00:00.000Z,8,11908,5.0
2022-12-05T00:00:00.000Z,2,11910,6.0
2022-12-06T00:00:00.000Z,4,11914,4.0
2022-12-07T00:00:00.000Z,4,11918,4.0
2022-12-08T00:00:00.000Z,11,11929,4.0
2022-12-09T00:00:00.000Z,9,11938,5.0
2022-12-10T00:00:00.000Z,6,11944,6.0
2022-12-11T00:00:00.000Z,9,11953,6.0
2022-12-12T00:00:00.000Z,7,11960,6.0
2022-12-13T00:00:00.000Z,5,11965,7.0
2022-12-14T00:00:00.000Z,7,11972,7.0
2022-12-15T00:00:00.000Z,6,11978,7.0
2022-12-16T00:00:00.000Z,4,11982,7.0
2022-12-17T00:00:00.000Z,4,11986,6.0
2022-12-18T00:00:00.000Z,8,11994,6.0
2022-12-19T00:00:00.000Z,5,11999,5.0
2022-12-20T00:00:00.000Z,8,12007,5.0
2022-12-21T00:00:00.000Z,9,12016,6.0
2022-12-22T00:00:00.000Z,4,12020,6.0
2022-12-23T00:00:00.000Z,4,12024,6.0
2022-12-24T00:00:00.000Z,3,12027,6.0
2022-12-25T00:00:00.000Z,7,12034,5.0
2022-12-26T00:00:00.000Z,4,12038,5.0
2022-12-27T00:00:00.000Z,10,12048,5.0
2022-12-28T00:00:00.000Z,6,12054,5.0
2022-12-29T00:00:00.000Z,6,12060,5.0
2022-12-30T00:00:00.000Z,5,12065,5.0
2022-12-31T00:00:00.000Z,3,12068,5.0
2023-01-01T00:00:00.000Z,6,12074,5.0
2023-01-02T00:00:00.000Z,7,12081,5.0
2023-01-03T00:00:00.000Z,7,12088,6.0
2023-01-04T00:00:00.000Z,3,12091,5.0
2023-01-05T00:00:00.000Z,7,12098,5.0
2023-01-06T00:00:00.000Z,8,12106,5.0
2023-01-07T00:00:00.000Z,8,12114,5.0
2023-01-08T00:00:00.000Z,1,12115,6.0
2023-01-09T00:00:00.000Z,2,12117,5.0
2023-01-10T00:00:00.000Z,7,12124,5.0
2023-01-11T00:00:00.000Z,3,12127,5.0
2023-01-12T00:00:00.000Z,6,12133,5.0
2023-01-13T00:00:00.000Z,4,12137,5.0
2023-01-14T00:00:00.000Z,1,12138,4.0
2023-01-15T00:00:00.000Z,4,12142,3.0
2023-01-16T00:00:00.000Z,4,12146,3.0
2023-01-17T00:00:00.000Z,5,12151,4.0
2023-01-18T00:00:00.000Z,8,12159,3.0
2023-01-19T00:00:00.000Z,4,12163,4.0
2023-01-20T00:00:00.000Z,5,12168,4.0
2023-01-21T00:00:00.000Z,6,12174,4.0
2023-01-22T00:00:00.000Z,3,12177,5.0
2023-01-23T00:00:00.000Z,4,12181,5.0
2023-01-24T00:00:00.000Z,4,12185,5.0
2023-01-25T00:00:00.000Z,2,12187,4.0
2023-01-26T00:00:00.000Z,5,12192,4.0
2023-01-27T00:00:00.000Z,6,12198,4.0
2023-01-28T00:00:00.000Z,2,12200,4.0
2023-01-29T00:00:00.000Z,2,12202,3.0
2023-01-30T00:00:00.000Z,4,12206,3.0
2023-01-31T00:00:00.000Z,2,12208,3.0
2023-02-01T00:00:00.000Z,2,12210,3.0
2023-02-02T00:00:00.000Z,8,12218,3.0
2023-02-03T00:00:00.000Z,4,12222,3.0
2023-02-04T00:00:00.000Z,4,12226,3.0
2023-02-05T00:00:00.000Z,3,12229,3.0
2023-02-06T00:00:00.000Z,1,12230,3.0
2023-02-07T00:00:00.000Z,4,12234,3.0
2023-02-08T00:00:00.000Z,3,12237,3.0
2023-02-09T00:00:00.000Z,2,12239,3.0
2023-02-10T00:00:00.000Z,2,12241,3.0
2023-02-11T00:00:00.000Z,4,12245,2.0
2023-02-12T00:00:00.000Z,1,12246,2.0
2023-02-13T00:00:00.000Z,4,12250,2.0
