date,tests,tests_result,tests_positive,tests_survey,CountDeath,CountEasyStatus,CountMediumStatus,CountHardStatus,CountBreath,tests_cumulative,new_hospitalized,CountHospitalized,CountBreathCum,CountCriticalStatus,CountSeriousCriticalCum,serious_critical_new,medium_new,easy_new,count_ecmo,tests_positive1,recovered,tests1
10-Mar-2022,66998,60358,5742,20878,3,535,100,394,161,50896032,84,1100,5813,191,29512,25,23,74,27,5635,6535,58086
11-Mar-2022,56977,49317,5498,7127,6,513,97,372,161,50953009,53,1036,5817,183,29521,13,16,59,28,5349,9747,48120
12-Mar-2022,29860,26646,4081,1139,9,461,94,369,157,50982869,58,966,5821,175,29547,33,20,52,26,3968,7171,25885
13-Mar-2022,67725,59105,6048,13516,9,478,95,369,152,51050594,61,982,5826,176,29566,25,15,55,24,5910,9070,50818
14-Mar-2022,91198,79195,6707,25236,10,466,96,356,149,51141792,66,959,5829,172,29577,17,14,66,23,6560,7848,67850
15-Mar-2022,74678,64340,6463,18655,3,437,93,340,146,51216470,52,916,5831,161,29592,18,14,48,23,6340,7231,57851
16-Mar-2022,71040,63384,6999,16092,5,442,98,338,151,51287510,70,930,5840,168,29610,24,19,68,23,6788,4892,56754
17-Mar-2022,68003,61164,7157,16783,5,414,95,323,147,51355513,64,919,5850,163,29627,20,19,45,23,6984,5261,55086
18-Mar-2022,56999,49673,7337,6223,7,383,91,319,139,51412512,47,841,5855,164,29644,21,11,41,23,7140,6978,44580
19-Mar-2022,45385,39856,8010,1581,6,422,90,329,142,51457897,90,873,5862,162,29663,25,19,79,21,7801,5786,36908
20-Mar-2022,80674,69772,13399,9945,4,467,86,331,144,51538571,95,922,5866,165,29687,30,12,85,21,12931,7458,63045
21-Mar-2022,111166,96615,14847,26982,1,456,80,335,141,51649737,94,932,5871,153,29712,33,18,78,21,14516,6677,87134
22-Mar-2022,79483,70186,12144,15903,2,407,65,316,135,51729220,47,788,5872,154,29724,17,16,52,21,11910,6797,64511
