,day_date,age_group,serious_amount_boost_vaccinated,serious_amount_vaccinated,serious_amount_not_vaccinated,new_Serious_amount_boost_vaccinated,new_serious_amount_vaccinated,new_serious_amount_not_vaccinated,serious_boost_vaccinated_normalized,serious_vaccinated_normalized,serious_not_vaccinated_normalized,new_Serious_boost_vaccinated_normalized,new_serious_vaccinated_normalized,new_serious_not_vaccinated_normalized
693,2021-09-08T00:00:00.000Z,מעל גיל 60,52,126,227,4,11,22,4.8,40.6,152.1,0.4,3.5,14.7
694,2021-09-08T00:00:00.000Z,כלל האוכלוסיה,64,178,409,6,14,44,2.7,5.3,12.2,0.30000000000000004,0.4,1.3
695,2021-09-08T00:00:00.000Z,מתחת לגיל 60,12,52,182,2,3,22,0.9,1.7000000000000002,5.7,0.2,0.1,0.7000000000000001
696,2021-09-09T00:00:00.000Z,כלל האוכלוסיה,57,176,429,6,13,52,2.3,5.4,12.8,0.2,0.4,1.6
697,2021-09-09T00:00:00.000Z,מתחת לגיל 60,9,51,193,0,2,26,0.6000000000000001,1.7000000000000002,6.0,0.0,0.1,0.8
698,2021-09-09T00:00:00.000Z,מעל גיל 60,48,125,236,6,11,26,4.4,41.0,159.4,0.5,3.6,17.6
699,2021-09-10T00:00:00.000Z,מתחת לגיל 60,10,46,189,3,5,20,0.7000000000000001,1.6,5.9,0.2,0.2,0.6000000000000001
700,2021-09-10T00:00:00.000Z,כלל האוכלוסיה,64,166,428,14,24,45,2.5,5.2,12.8,0.5,0.8,1.3
701,2021-09-10T00:00:00.000Z,מעל גיל 60,54,120,239,11,19,25,4.9,39.7,162.1,1.0,6.3,17.0
702,2021-09-11T00:00:00.000Z,מתחת לגיל 60,10,47,203,0,5,24,0.7000000000000001,1.6,6.4,0.0,0.2,0.8
703,2021-09-11T00:00:00.000Z,מעל גיל 60,48,115,241,1,15,30,4.4,38.2,163.8,0.1,5.0,20.4
704,2021-09-11T00:00:00.000Z,כלל האוכלוסיה,58,162,444,1,20,54,2.2,5.1,13.3,0.0,0.6000000000000001,1.6
705,2021-09-12T00:00:00.000Z,כלל האוכלוסיה,58,169,459,9,22,55,2.2,5.5,13.8,0.30000000000000004,0.7000000000000001,1.7000000000000002
706,2021-09-12T00:00:00.000Z,מעל גיל 60,47,115,250,8,11,29,4.3,38.7,170.7,0.7000000000000001,3.7,19.8
707,2021-09-12T00:00:00.000Z,מתחת לגיל 60,11,54,209,1,11,26,0.7000000000000001,1.9,6.6,0.1,0.4,0.8
708,2021-09-13T00:00:00.000Z,כלל האוכלוסיה,58,167,438,5,20,51,2.2,5.4,13.3,0.2,0.7000000000000001,1.5
709,2021-09-13T00:00:00.000Z,מעל גיל 60,48,111,238,5,11,25,4.3,37.5,163.5,0.5,3.7,17.2
710,2021-09-13T00:00:00.000Z,מתחת לגיל 60,10,56,200,0,9,26,0.6000000000000001,2.0,6.3,0.0,0.30000000000000004,0.8
711,2021-09-14T00:00:00.000Z,מתחת לגיל 60,10,50,207,0,5,27,0.6000000000000001,1.8,6.6,0.0,0.2,0.9
712,2021-09-14T00:00:00.000Z,כלל האוכלוסיה,56,158,438,5,18,55,2.1,5.1,13.3,0.2,0.6000000000000001,1.7000000000000002
713,2021-09-14T00:00:00.000Z,מעל גיל 60,46,108,231,5,13,28,4.2,36.5,159.4,0.5,4.4,19.3
714,2021-09-15T00:00:00.000Z,מעל גיל 60,48,102,219,6,16,23,4.3,34.5,151.5,0.5,5.4,15.9
715,2021-09-15T00:00:00.000Z,כלל האוכלוסיה,57,149,434,7,19,51,2.1,4.9,13.2,0.30000000000000004,0.6000000000000001,1.6
716,2021-09-15T00:00:00.000Z,מתחת לגיל 60,9,47,215,1,3,28,0.6000000000000001,1.7000000000000002,6.8,0.1,0.1,0.9
717,2021-09-16T00:00:00.000Z,מעל גיל 60,46,100,222,1,9,32,4.1,34.4,153.8,0.1,3.1,22.2
718,2021-09-16T00:00:00.000Z,מתחת לגיל 60,7,48,203,1,4,16,0.4,1.8,6.5,0.1,0.1,0.5
719,2021-09-16T00:00:00.000Z,כלל האוכלוסיה,53,148,425,2,13,48,1.9,4.9,12.9,0.1,0.4,1.5
720,2021-09-17T00:00:00.000Z,מעל גיל 60,47,100,228,5,7,23,4.2,34.6,158.5,0.4,2.4,16.0
721,2021-09-17T00:00:00.000Z,כלל האוכלוסיה,54,150,435,5,13,51,1.9,5.0,13.3,0.2,0.4,1.6
722,2021-09-17T00:00:00.000Z,מתחת לגיל 60,7,50,207,0,6,28,0.4,1.9,6.6,0.0,0.2,0.9
