date,ECMO,ECMO_filled,mild,medium,severe,vent,level1,level2,level3,level6,load
01/06/2021,2,2,22,18,40,26,40,19.5,78,12,149.5
02/06/2021,2,2,19,17,35,26,36,11.375,78,12,137.375
03/06/2021,2,2,15,18,35,26,33,11.375,78,12,134.375
04/06/2021,2,2,17,16,34,24,33,13,72,12,130
05/06/2021,2,2,16,16,33,24,32,11.375,72,12,127.375
06/06/2021,2,2,20,14,35,24,34,14.625,72,12,132.625
07/06/2021,2,2,19,12,31,19,31,16.25,57,12,116.25
08/06/2021,2,2,16,12,30,18,28,16.25,54,12,110.25
09/06/2021,2,2,19,11,30,18,30,16.25,54,12,112.25
10/06/2021,2,2,20,11,30,19,31,14.625,57,12,114.625
11/06/2021,2,2,16,11,30,19,27,14.625,57,12,110.625
12/06/2021,2,2,19,10,28,21,29,8.125,63,12,112.125
13/06/2021,2,2,25,11,26,19,36,8.125,57,12,113.125
14/06/2021,2,2,18,13,27,19,31,9.75,57,12,109.75
15/06/2021,2,2,18,12,24,17,30,8.125,51,12,101.125
16/06/2021,2,2,20,12,21,15,32,6.5,45,12,95.5
17/06/2021,2,2,19,12,20,16,31,3.25,48,12,94.25
18/06/2021,2,2,18,13,19,16,31,1.625,48,12,92.625
19/06/2021,2,2,20,11,19,16,31,1.625,48,12,92.625
20/06/2021,2,2,20,12,21,16,32,4.875,48,12,96.875
21/06/2021,2,2,20,14,21,19,34,0,57,12,103
22/06/2021,2,2,20,12,24,17,32,8.125,51,12,103.125
23/06/2021,2,2,21,12,23,16,33,8.125,48,12,101.125
24/06/2021,3,3,18,13,22,14,31,8.125,42,18,99.125
25/06/2021,3,3,17,11,22,14,28,8.125,42,18,96.125
26/06/2021,3,3,19,11,23,15,30,8.125,45,18,101.125
27/06/2021,2,2,24,14,22,15,38,8.125,45,12,103.125
28/06/2021,2,2,28,10,20,15,38,4.875,45,12,99.875
29/06/2021,2,2,31,11,20,15,42,4.875,45,12,103.875
30/06/2021,2,2,25,11,23,13,36,13,39,12,100
01/07/2021,2,2,26,14,24,14,40,13,42,12,107
02/07/2021,2,2,28,13,26,14,41,16.25,42,12,111.25
03/07/2021,2,2,31,14,27,13,45,19.5,39,12,115.5
04/07/2021,2,2,35,17,28,13,52,21.125,39,12,124.125
05/07/2021,2,2,40,16,31,13,56,26,39,12,133
06/07/2021,3,3,48,14,35,14,62,29.25,42,18,151.25
07/07/2021,2,2,45,13,40,14,58,39,42,12,151
08/07/2021,2,2,44,17,41,12,61,43.875,36,12,152.875
09/07/2021,2,2,44,16,39,12,60,40.625,36,12,148.625
10/07/2021,2,2,43,19,39,12,62,40.625,36,12,150.625
11/07/2021,2,2,48,16,47,13,64,52,39,12,167
12/07/2021,2,2,67,11,45,11,78,52,33,12,175
13/07/2021,2,2,67,16,45,12,83,50.375,36,12,181.375
14/07/2021,2,2,69,22,51,15,91,55.25,45,12,203.25
15/07/2021,2,2,76,25,54,15,101,60.125,45,12,218.125
16/07/2021,2,2,75,31,49,15,106,52,45,12,215
17/07/2021,2,2,74,28,58,16,102,65,48,12,227
18/07/2021,2,2,81,34,66,13,115,82.875,39,12,248.875
19/07/2021,2,2,84,38,61,11,122,78,33,12,245
20/07/2021,2,2,113,34,62,10,147,81.25,30,12,270.25
21/07/2021,2,2,117,25,67,13,142,84.5,39,12,277.5
22/07/2021,2,2,124,29,76,16,153,94.25,48,12,307.25
23/07/2021,1,1,125,24,86,17,149,110.5,51,6,316.5
24/07/2021,1,1,118,31,89,16,149,117,48,6,320
25/07/2021,2,2,137,43,97,18,180,125.125,54,12,371.125
26/07/2021,3,3,148,39,123,25,187,154.375,75,18,434.375
27/07/2021,3,3,152,38,155,25,190,206.375,75,18,489.375
28/07/2021,4,4,170,44,151,28,214,193.375,84,24,515.375
29/07/2021,4,4,193,44,153,25,237,201.5,75,24,537.5
30/07/2021,4,4,172,42,178,26,214,240.5,78,24,556.5
31/07/2021,5,5,179,53,199,30,232,266.5,90,30,618.5
01/08/2021,6,6,224,67,199,33,291,260,99,36,686
02/08/2021,6,6,220,78,215,42,298,271.375,126,36,731.375
03/08/2021,6,6,224,92,232,48,316,289.25,144,36,785.25
04/08/2021,6,6,232,83,235,48,315,294.125,144,36,789.125
05/08/2021,6,6,238,89,262,50,327,334.75,150,36,847.75
06/08/2021,8,8,257,80,275,50,337,352.625,150,48,887.625
07/08/2021,9,9,251,83,325,49,334,433.875,147,54,968.875
08/08/2021,9,9,265,103,362,51,368,490.75,153,54,1065.75
09/08/2021,9,9,268,99,376,60,367,498.875,180,54,1099.875
10/08/2021,11,11,271,118,394,63,389,520,189,66,1164
11/08/2021,11,11,270,126,403,63,396,534.625,189,66,1185.625
12/08/2021,10,10,187,124,421,65,311,562.25,195,60,1128.25
