date,infected0f,infected0m,infected10f,infected10m,infected20f,infected20m,infected30f,infected30m,infected40f,infected40m,infected50f,infected50m,infected60f,infected60m,infected70f,infected70m,infected80f,infected80m,infected90f,infected90m,severe0f,severe0m,severe10f,severe10m,severe20f,severe20m,severe30f,severe30m,severe40f,severe40m,severe50f,severe50m,severe60f,severe60m,severe70f,severe70m,severe80f,severe80m,severe90f,severe90m,breath0f,breath0m,breath10f,breath10m,breath20f,breath20m,breath30f,breath30m,breath40f,breath40m,breath50f,breath50m,breath60f,breath60m,breath70f,breath70m,breath80f,breath80m,breath90f,breath90m,dead0f,dead0m,dead10f,dead10m,dead20f,dead20m,dead30f,dead30m,dead40f,dead40m,dead50f,dead50m,dead60f,dead60m,dead70f,dead70m,dead80f,dead80m,dead90f,dead90m
28-Nov-2020 23:32:00,17219,17987,29086,40080,31651,34488,23095,23175,21562,20278,16413,15769,10263,11500,5204,5696,3056,2406,1328,577,0,0,1,1,0,1,1,1,7,12,19,25,23,43,32,59,23,12,3,7,0,0,0,1,0,0,1,0,2,5,5,9,8,18,13,22,10,3,1,1,1,1,2,1,5,1,7,11,12,20,52,94,108,259,234,476,438,536,362,234
29-Nov-2020 07:46:00,17221,17992,29101,40078,31672,34520,23114,23187,21574,20288,16435,15780,10272,11511,5210,5698,3059,2409,1328,578,0,0,1,1,0,1,1,1,7,15,17,24,22,47,33,57,23,14,4,6,0,0,0,1,0,0,1,0,2,6,6,11,8,18,15,25,12,5,1,2,1,1,2,1,5,1,7,11,12,19,52,95,108,259,234,476,438,536,362,234
29-Nov-2020 11:30:00,17226,17996,29114,40086,31686,34531,23129,23196,21590,20296,16441,15790,10280,11516,5214,5703,3059,2409,1328,578,0,0,1,1,0,1,1,1,7,14,18,24,22,46,32,58,23,13,3,6,0,0,0,1,0,0,1,0,2,6,5,9,9,18,12,23,9,3,1,1,1,1,2,1,5,1,7,11,12,19,52,95,108,259,234,476,438,536,362,234
29-Nov-2020 23:03:00,17249,18023,29143,40122,31724,34568,23175,23228,21627,20342,16470,15812,10305,11529,5224,5715,3063,2413,1330,580,0,0,1,1,0,0,1,1,7,15,19,25,21,41,32,54,21,15,2,5,0,0,0,1,0,0,1,0,2,4,3,8,8,16,12,23,10,2,1,1,1,1,2,1,5,1,7,11,12,19,53,96,109,260,236,476,439,538,362,235
30-Nov-2020 06:42:00,17262,18025,29171,40142,31771,34606,23207,23263,21651,20360,16501,15834,10325,11547,5234,5725,3065,2417,1330,581,0,0,1,1,0,0,1,1,8,13,13,24,22,44,31,50,23,19,3,7,0,0,0,1,0,0,0,0,2,4,3,12,8,22,15,25,12,7,1,2,1,1,2,1,5,1,7,11,12,19,53,96,109,260,236,476,439,538,362,235
30-Nov-2020 11:15:00,17265,18034,29179,40158,31790,34617,23218,23279,21664,20373,16513,15843,10332,11557,5239,5731,3070,2418,1339,580,0,0,1,1,0,0,1,1,7,13,17,23,24,44,30,53,24,17,2,6,0,0,0,1,0,0,1,0,2,5,2,8,9,18,12,22,10,4,1,1,1,1,2,1,5,1,7,11,12,19,53,96,109,260,236,476,439,538,362,235
30-Nov-2020 19:09:00,17292,18064,29228,40204,31839,34668,23264,23307,21697,20408,16546,15864,10353,11569,5255,5743,3074,2423,1339,580,0,0,0,1,0,0,0,1,7,14,15,22,22,43,31,54,23,15,3,4,0,0,0,1,0,0,0,0,2,5,2,7,9,16,12,21,9,3,1,1,1,1,2,1,5,1,7,11,12,19,53,97,109,260,237,477,439,537,361,235
30-Nov-2020 22:39:00,17299,18075,29238,40218,31855,34676,23274,23316,21721,20416,16561,15871,10364,11579,5262,5753,3075,2423,1339,581,0,0,0,1,0,0,0,1,7,14,15,22,22,43,31,54,23,15,3,4,0,0,0,1,0,0,0,0,2,5,2,7,9,16,12,21,9,3,1,1,1,1,2,1,5,1,7,11,12,19,53,97,109,260,237,477,439,537,361,235
01-Dec-2020 09:03:00,17307,18100,29275,40248,31920,34725,23316,23349,21751,20470,16591,15892,10389,11604,5272,5768,3084,2430,1340,583,0,0,0,0,0,0,0,1,7,14,14,26,21,44,37,51,23,14,3,5,0,0,0,1,0,0,0,0,1,6,2,10,7,17,13,21,9,6,1,1,1,1,2,1,5,1,7,11,12,19,53,97,109,260,237,477,439,537,361,235
01-Dec-2020 10:37:00,17307,18100,29279,40256,31929,34732,23319,23350,21752,20474,16592,15892,10391,11607,5273,5771,3084,2430,1340,583,0,0,0,1,0,0,0,1,7,13,14,25,22,45,36,53,23,15,3,4,0,0,0,2,0,0,0,0,1,6,2,7,7,18,12,21,9,3,1,0,1,1,2,1,5,1,7,11,12,19,53,97,109,261,237,477,440,537,361,235
01-Dec-2020 23:00:00,17356,18145,29327,40309,32010,34781,23373,23406,21812,20511,16638,15927,10413,11636,5283,5780,3090,2436,1341,583,0,0,0,1,0,0,1,1,7,12,14,26,22,42,32,54,25,16,3,2,0,0,0,1,0,0,0,0,1,4,2,7,7,15,12,20,9,4,1,0,1,1,2,1,5,1,7,11,11,21,55,98,109,263,238,478,441,536,361,237
02-Dec-2020 07:48:00,17377,18168,29363,40347,32051,34821,23408,23429,21853,20543,16663,15953,10431,11661,5295,5796,3091,2442,1345,584,0,0,0,1,0,0,1,1,7,13,13,26,21,44,34,48,22,19,4,3,0,0,0,1,0,0,0,0,1,2,3,8,6,18,14,22,10,6,1,1,1,1,2,1,5,1,7,11,11,21,55,98,108,263,239,478,441,536,361,237
02-Dec-2020 11:06:00,17381,18173,29380,40354,32071,34836,23417,23438,21870,20554,16671,15962,10433,11668,5303,5800,3093,2441,1346,584,0,0,0,1,0,1,1,1,9,15,15,29,21,44,35,52,27,19,2,2,0,0,0,1,0,0,0,0,1,4,2,6,6,15,14,19,8,5,1,0,1,1,2,1,5,1,7,11,11,21,55,99,108,263,239,479,442,537,361,237
02-Dec-2020 19:26:00,17406,18204,29433,40401,32131,34877,23470,23471,21913,20594,16706,15987,10451,11697,5310,5813,3101,2448,1346,585,0,0,0,1,0,2,1,1,7,15,14,28,23,44,34,56,25,21,2,4,0,0,0,1,0,0,0,0,1,4,2,5,6,15,14,21,9,3,0,0,1,1,2,1,5,1,7,11,11,21,55,99,108,264,239,479,443,537,361,237
03-Dec-2020 04:16:00,17424,18235,29472,40485,32201,34923,23515,23512,21954,20633,16736,16006,10481,11727,5332,5827,3108,2451,1346,585,0,0,0,1,1,2,1,1,7,13,11,28,21,44,31,51,21,21,2,4,0,0,0,1,0,0,0,0,2,5,3,8,7,19,13,22,11,6,1,1,1,1,2,1,5,1,7,11,11,21,55,99,108,264,239,479,443,537,361,237
03-Dec-2020 11:49:00,17448,18249,29519,40531,32260,34961,23561,23551,21986,20657,16760,16028,10503,11741,5338,5839,3114,2456,1349,587,0,0,0,1,2,2,1,1,8,17,15,31,24,46,32,56,24,22,2,4,0,0,0,2,0,0,0,0,1,3,2,5,6,17,14,21,10,4,0,0,1,1,2,1,5,1,7,11,11,21,55,99,108,264,240,480,446,538,361,238
03-Dec-2020 18:38:00,17458,18267,29577,40571,32307,35007,23601,23577,22016,20684,16789,16043,10516,11760,5348,5848,3115,2459,1349,587,0,0,0,1,1,3,1,1,7,17,14,30,22,44,32,61,24,23,3,4,0,0,0,2,0,0,0,0,1,4,2,6,7,19,14,22,11,5,0,0,1,1,2,1,5,1,7,11,11,21,55,99,108,264,240,480,446,538,361,238
03-Dec-2020 21:59:00,17469,18276,29599,40582,32325,35011,23626,23596,22023,20695,16794,16052,10520,11766,5350,5851,3116,2460,1351,587,0,0,0,1,1,3,1,1,7,17,14,30,22,44,33,61,24,24,3,4,0,0,0,2,0,0,0,0,1,4,2,6,7,16,15,22,11,5,0,0,1,1,2,1,5,1,7,11,11,21,55,99,108,264,240,481,446,538,361,238
04-Dec-2020 07:49:00,17499,18306,29632,40606,32375,35047,23664,23636,22058,20723,16825,16068,10544,11784,5365,5864,3128,2467,1353,594,0,0,0,1,1,3,1,1,9,14,13,32,23,45,28,57,25,23,5,3,0,0,0,1,0,0,0,0,2,6,3,10,8,20,12,20,9,9,1,0,1,1,2,1,5,1,7,11,11,21,55,99,108,264,240,481,446,537,361,239
04-Dec-2020 10:10:00,17511,18319,29651,40617,32401,35075,23677,23651,22071,20733,16836,16080,10548,11796,5371,5868,3131,2468,1356,594,0,0,0,1,1,3,1,3,8,17,17,35,24,50,35,61,27,26,5,6,0,0,0,1,0,0,0,0,3,5,2,5,7,15,13,21,7,6,0,0,1,1,2,1,5,1,7,11,11,21,55,99,108,265,241,482,446,539,361,239
04-Dec-2020 15:59:00,17535,18336,29688,40658,32420,35103,23710,23673,22093,20746,16859,16097,10557,11808,5381,5872,3138,2471,1357,594,0,0,0,1,1,3,1,3,8,17,17,35,23,50,35,61,27,26,5,6,0,0,0,1,0,0,0,0,3,5,2,5,7,15,13,21,7,6,0,0,1,1,2,1,5,1,7,11,11,21,55,99,108,265,241,482,446,539,361,239
05-Dec-2020 17:32:00,17608,18435,29824,40789,32579,35215,23853,23765,22196,20838,16958,16188,10621,11857,5417,5898,3153,2481,1367,597,0,0,0,1,1,4,2,2,8,14,15,31,24,49,29,57,31,29,8,5,0,0,0,1,0,0,0,1,3,5,3,7,8,13,13,19,12,9,1,0,1,1,2,1,5,1,7,11,11,21,55,99,109,265,241,482,448,540,361,240
05-Dec-2020 22:35:00,17618,18446,29831,40800,32598,35223,23862,23781,22208,20847,16964,16202,10629,11862,5418,5901,3157,2483,1367,597,0,0,0,1,1,4,2,2,8,15,16,32,23,50,34,61,32,29,10,5,0,0,0,1,0,0,0,1,3,4,2,6,6,15,13,19,7,6,0,0,1,1,2,1,5,1,7,11,11,21,56,100,110,266,243,483,448,540,362,240
06-Dec-2020 07:22:00,17624,18461,29845,40802,32621,35257,23890,23797,22223,20856,16982,16216,10642,11874,5425,5908,3160,2487,1369,598,0,0,0,1,1,3,2,1,8,14,14,31,23,48,29,56,30,30,12,4,0,0,0,1,0,0,0,0,3,3,4,7,8,17,13,19,14,9,1,0,1,1,2,1,5,1,7,11,11,21,56,100,110,266,243,483,448,540,362,240
06-Dec-2020 10:54:00,17635,18471,29862,40812,32646,35271,23903,23806,22232,20865,16990,16225,10648,11881,5427,5910,3160,2488,1369,598,0,1,0,2,1,4,2,1,8,16,16,36,22,50,32,64,31,29,13,4,0,0,0,2,0,0,0,0,3,5,2,6,5,16,13,20,9,5,0,0,1,1,2,1,5,1,7,12,11,21,56,100,111,266,244,485,449,541,362,240
06-Dec-2020 18:50:00,17662,18502,29911,40859,32710,35323,23960,23841,22273,20910,17011,16256,10664,11905,5437,5919,3163,2490,1370,600,0,1,0,2,1,5,2,2,8,15,17,30,24,50,30,62,34,30,10,2,0,0,0,2,0,0,0,0,3,3,2,6,5,16,14,18,9,5,0,0,1,1,2,1,5,1,7,12,11,21,56,100,111,266,245,485,449,540,362,240
07-Dec-2020 06:57:00,17674,18510,29931,40875,32761,35361,23984,23878,22311,20953,17037,16279,10677,11920,5448,5929,3167,2490,1371,601,0,1,0,2,1,3,2,2,10,16,18,30,23,49,31,61,36,31,9,2,0,0,0,2,0,0,0,0,3,4,4,7,9,22,14,21,14,9,1,0,1,1,2,1,5,1,7,12,11,21,56,100,111,267,245,485,449,540,362,240
07-Dec-2020 10:58:00,17699,18540,29979,40920,32815,35412,24007,23914,22336,20986,17060,16303,10690,11933,5451,5935,3169,2490,1373,601,0,1,0,2,1,3,2,1,8,17,20,29,22,52,31,65,36,31,9,2,0,0,0,2,0,0,0,0,3,4,3,6,5,17,14,18,9,4,0,0,1,1,2,1,5,1,7,12,11,21,56,100,111,267,245,485,449,540,362,240
07-Dec-2020 20:19:00,17738,18584,30052,40996,32897,35481,24074,23984,22406,21045,17098,16355,10718,11962,5468,5945,3180,2495,1373,603,0,1,0,2,1,3,1,2,8,16,17,27,19,51,33,65,39,29,7,2,0,0,0,1,0,0,0,0,2,3,3,7,6,18,14,19,9,4,0,0,1,1,2,1,5,1,7,12,11,21,56,100,112,268,245,486,452,540,363,240
08-Dec-2020 07:41:00,17772,18617,30103,41049,32975,35560,24150,24051,22487,21096,17145,16398,10744,12000,5484,5961,3196,2503,1384,605,0,1,0,2,1,2,1,2,9,13,13,25,18,48,31,63,38,30,7,2,0,0,0,1,0,0,0,0,3,5,4,6,8,20,13,20,14,7,1,0,1,1,2,1,5,1,7,12,11,21,56,100,112,268,245,486,452,540,363,240
08-Dec-2020 11:16:00,17779,18630,30117,41058,32991,35571,24158,24065,22503,21105,17155,16403,10750,12009,5488,5967,3200,2504,1385,606,0,1,0,2,1,4,1,2,10,17,18,27,20,50,30,70,40,29,8,2,0,0,0,1,0,0,0,0,2,3,2,7,7,16,14,18,9,5,1,0,1,1,2,1,5,1,7,12,11,21,56,100,112,268,246,486,452,540,363,240
08-Dec-2020 18:13:00,17816,18665,30173,41090,33039,35611,24192,24102,22541,21132,17185,16431,10765,12025,5498,5979,3206,2508,1385,607,0,1,0,2,1,4,1,3,8,16,12,27,20,50,32,68,38,28,8,2,0,0,0,1,0,0,0,0,2,5,2,7,7,18,14,19,10,5,0,0,1,1,2,1,5,1,7,12,11,21,57,100,112,269,246,486,454,541,365,240
08-Dec-2020 23:17:00,17839,18678,30186,41111,33064,35631,24228,24124,22555,21148,17201,16443,10775,12036,5503,5983,3209,2508,1387,608,0,1,0,2,1,4,1,3,8,16,12,28,20,50,32,68,38,28,8,2,0,0,0,1,0,0,0,0,2,5,2,7,7,18,14,19,10,5,0,0,1,1,2,1,5,1,7,12,11,21,57,100,112,269,246,486,454,541,365,240
09-Dec-2020 07:08:00,17878,18711,30258,41151,33138,35684,24280,24170,22608,21195,17234,16463,10806,12060,5523,6003,3218,2516,1387,608,0,1,0,3,1,3,1,4,8,13,9,22,21,47,30,67,33,31,8,3,0,0,0,1,0,0,0,0,3,3,5,6,7,22,15,24,15,8,1,0,1,1,2,1,5,1,7,12,11,21,57,100,112,269,246,486,454,541,365,240
09-Dec-2020 10:49:00,17881,18713,30261,41155,33144,35691,24287,24171,22610,21198,17238,16467,10809,12062,5524,6003,3217,2516,1388,608,0,0,0,2,1,3,1,4,8,14,14,25,20,50,31,68,36,29,9,3,0,0,0,1,0,1,0,1,2,4,2,7,7,18,14,21,9,5,1,0,1,1,2,1,5,1,7,12,11,21,57,100,112,269,246,486,455,541,365,240
09-Dec-2020 20:01:00,17937,18782,30371,41244,33262,35785,24364,24230,22683,21253,17289,16519,10843,12106,5543,6021,3224,2528,1393,609,0,0,0,2,1,3,1,5,8,12,12,26,20,50,30,68,30,32,9,4,0,0,0,1,0,0,0,1,4,6,3,8,9,17,16,23,9,7,0,0,1,1,2,1,5,1,7,12,11,21,57,100,112,269,246,486,456,541,365,240
09-Dec-2020 23:46:00,17945,18791,30383,41257,33278,35802,24382,24242,22707,21263,17305,16530,10848,12114,5548,6023,3226,2530,1394,611,0,0,0,2,1,3,1,5,8,12,12,26,20,50,30,68,30,32,9,4,0,0,0,1,0,0,0,1,4,6,3,8,9,17,16,23,9,7,0,0,1,1,2,1,5,1,7,12,11,21,57,100,112,269,246,486,456,541,365,240
10-Dec-2020 08:18:00,17978,18825,30424,41307,33350,35865,24442,24281,22766,21313,17343,16569,10887,12143,5561,6048,3247,2538,1398,612,0,0,0,2,1,3,1,5,8,12,13,25,19,51,31,69,30,32,9,4,0,0,0,1,0,0,0,1,3,6,2,8,8,16,16,22,8,7,0,0,1,1,2,1,5,1,7,12,11,21,57,100,112,269,246,486,456,541,365,240
10-Dec-2020 13:48:00,18007,18868,30471,41351,33415,35922,24485,24332,22808,21346,17375,16595,10897,12159,5567,6062,3253,2543,1400,612,0,0,0,2,1,3,1,5,8,12,13,29,17,50,34,65,35,32,6,4,0,0,0,1,0,1,0,0,1,5,2,9,7,16,16,20,8,6,0,0,1,1,2,1,5,1,7,12,11,21,57,100,112,269,246,487,456,543,365,240
10-Dec-2020 23:48:00,18041,18921,30542,41415,33497,35971,24544,24399,22875,21392,17422,16647,10932,12188,5576,6072,3269,2549,1405,615,0,0,0,2,1,2,1,6,9,13,11,30,17,54,33,62,31,32,5,4,0,0,0,1,0,1,0,0,1,5,2,9,7,17,16,24,8,5,0,0,1,1,2,1,5,1,7,12,12,21,57,100,113,270,247,494,465,544,368,240
11-Dec-2020 08:54:00,18057,18948,30580,41438,33533,36028,24591,24419,22908,21424,17450,16666,10947,12210,5588,6086,3284,2551,1411,615,0,0,0,2,1,1,1,6,10,14,13,32,20,53,31,64,30,29,5,4,0,0,0,1,0,0,0,1,3,5,2,11,7,18,18,25,7,8,0,0,1,1,2,1,5,1,7,12,12,21,57,101,113,270,247,494,465,544,368,240
11-Dec-2020 11:51:00,18062,18952,30591,41447,33550,36033,24594,24431,22917,21432,17458,16670,10953,12216,5589,6087,3285,2552,1411,615,0,0,0,2,1,1,1,6,10,14,13,32,20,53,33,66,30,28,5,4,0,0,0,1,0,0,0,1,2,5,2,10,6,17,17,25,7,6,0,0,1,1,2,1,5,2,7,12,12,21,57,101,114,270,248,494,467,546,368,240
11-Dec-2020 14:40:00,18081,18967,30630,41479,33581,36060,24618,24453,22929,21446,17474,16687,10967,12223,5594,6092,3285,2553,1411,615,0,0,0,2,1,1,1,6,10,14,13,31,21,53,33,66,30,28,5,4,0,0,0,1,0,0,0,1,2,5,2,10,6,17,17,25,7,6,0,0,1,1,2,1,5,2,7,12,12,21,57,101,114,270,248,494,467,546,368,240
12-Dec-2020 16:42:00,18186,19068,30797,41648,33779,36218,24790,24576,23080,21560,17594,16802,11039,12313,5626,6129,3299,2568,1420,618,0,0,0,2,1,2,2,6,10,12,13,34,17,58,32,65,32,26,8,5,0,0,0,1,0,0,0,1,2,5,4,11,6,25,17,30,10,9,0,0,1,1,2,1,5,2,7,12,12,21,57,101,113,272,250,497,469,548,368,240
12-Dec-2020 22:49:00,18212,19100,30838,41688,33826,36251,24836,24621,23124,21595,17631,16829,11056,12336,5636,6142,3304,2571,1422,619,0,0,0,2,1,2,2,6,11,12,13,34,19,59,33,65,32,28,9,5,0,0,0,1,0,0,0,1,2,5,2,11,6,17,18,23,9,6,0,0,1,1,2,1,5,2,7,12,12,21,58,101,113,272,250,497,471,549,368,240
